397.0000,0,1.0000,0.0000,0.0000
397.2000,0,1.0000,0.0000,0.0000
397.4000,0,1.0000,0.0000,0.0000
397.6000,0,1.0000,0.0000,0.0000
397.8000,0,1.0000,0.0000,0.0000
398.0000,0,1.0000,0.0000,0.0000
398.2000,0,1.0000,0.0000,0.0000
398.4000,0,1.0000,0.0000,0.0000
398.6000,0,1.0000,0.0000,0.0000
398.8000,0,1.0000,0.0000,0.0000
399.0000,0,1.0000,0.0000,0.0000
399.2000,0,0.9980,0.0020,0.0000
399.4000,0,0.9800,0.0200,0.0000
399.6000,0,0.8660,0.1340,0.0000
399.8000,0,0.5480,0.4520,0.0000
400.0000,0,0.2070,0.7930,0.0000
400.2000,0,0.0300,0.9700,0.0000
400.4000,0,0.0010,0.9990,0.0000
400.6000,0,0.0000,1.0000,0.0000
400.8000,0,0.0010,0.9990,0.0000
401.0000,0,0.0130,0.9870,0.0000
401.2000,0,0.0920,0.9080,0.0000
401.4000,0,0.2270,0.7730,0.0000
401.6000,0,0.4980,0.5020,0.0000
401.8000,0,0.6990,0.3010,0.0000
402.0000,0,0.8440,0.1560,0.0000
402.2000,0,0.9330,0.0670,0.0000
402.4000,0,0.9700,0.0300,0.0000
402.6000,0,0.9830,0.0170,0.0000
402.8000,0,0.9860,0.0140,0.0000
403.0000,0,0.9920,0.0080,0.0000
403.2000,0,0.9810,0.0190,0.0000
403.4000,0,0.9690,0.0310,0.0000
403.6000,0,0.8900,0.1100,0.0000
403.8000,0,0.7340,0.2660,0.0000
404.0000,0,0.4590,0.5410,0.0000
404.2000,0,0.2070,0.7930,0.0000
404.4000,0,0.0490,0.9510,0.0000
404.6000,0,0.0030,0.9970,0.0000
404.8000,0,0.0010,0.9990,0.0000
405.0000,0,0.0000,1.0000,0.0000
405.2000,0,0.0000,1.0000,0.0000
405.4000,0,0.0000,1.0000,0.0000
405.6000,0,0.0000,1.0000,0.0000
405.8000,0,0.0000,1.0000,0.0000
406.0000,0,0.0000,1.0000,0.0000
406.2000,0,0.0000,1.0000,0.0000
406.4000,0,0.0000,1.0000,0.0000
406.6000,0,0.0000,1.0000,0.0000
406.8000,0,0.0000,1.0000,0.0000
407.0000,0,0.0000,1.0000,0.0000
407.2000,0,0.0000,1.0000,0.0000
407.4000,0,0.0000,1.0000,0.0000
407.6000,0,0.0000,1.0000,0.0000
407.8000,0,0.0010,0.9990,0.0000
