192.5,10,-6.541904190419175e-14,4.70137768237731e-13
192.5,15.0,-3.791329132913167e-14,2.976350592507673e-13
192.5,20,-2.68554355435557e-14,1.9077503528925577e-13
192.5,25.0,-2.1858685868585638e-14,1.4814254201136346e-13
192.5,30,-2.144889488948775e-14,1.1274590991494598e-13
192.5,40,-1.386863686368772e-14,9.771240602851436e-14
192.5,50,-1.3491599159914709e-14,8.342453353008584e-14
192.5,60,-1.1873937393738114e-14,7.58502532026069e-14
192.5,70,-7.80803080307907e-15,6.875356595694391e-14
192.5,80,-6.574907490749719e-15,6.59087432414889e-14
192.5,90,-6.501150115010246e-15,6.059013030243765e-14
192.5,100,-5.37578757875915e-15,5.741434109587634e-14
