time,"P(B1|X1|X32)","P(B1|X1|X43)","P(B2|X8|X33)","P(B1|X1|X42)","V(B1|X1|X32)","V(B1|X1|X43)","V(B2|X8|X33)","V(B1|X1|X42)","I(B1|X1|X13)"
2.532000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,0.000000e+00,2.226541e-19,1.410503e-06
2.533000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-2.569085e-20,1.541451e-19,1.410503e-06
2.534000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-5.994533e-20,7.707256e-20,1.410503e-06
2.535000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-8.563618e-20,2.312177e-19,1.410503e-06
2.536000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.113270e-19,2.226541e-19,1.410503e-06
2.537000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.370179e-19,1.541451e-19,1.410503e-06
2.538000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.798360e-19,7.707256e-20,1.410503e-06
2.539000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,8.563618e-21,2.312177e-19,1.410503e-06
2.540000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,9.419980e-20,2.226541e-19,1.410503e-06
2.541000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.997266e-19,1.541451e-19,1.410503e-06
2.542000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.966898e-19,7.707256e-20,1.410503e-06
2.543000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.881262e-19,2.312177e-19,1.410503e-06
2.544000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.281809e-19,2.226541e-19,1.410503e-06
2.545000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.168539e-19,1.541451e-19,1.410503e-06
2.546000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.569085e-19,7.707256e-20,1.410503e-06
2.547000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.969632e-19,2.312177e-19,1.410503e-06
2.548000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.455815e-19,2.226541e-19,1.410503e-06
2.549000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.027634e-19,1.541451e-19,1.410503e-06
2.550000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,7.707256e-20,7.707256e-20,1.410503e-06
2.551000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.425447e-20,2.312177e-19,1.410503e-06
2.552000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,0.000000e+00,2.226541e-19,1.410503e-06
2.553000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-2.569085e-20,1.541451e-19,1.410503e-06
2.554000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-5.994533e-20,7.707256e-20,1.410503e-06
2.555000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-8.563618e-20,2.312177e-19,1.410503e-06
2.556000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.113270e-19,2.226541e-19,1.410503e-06
2.557000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.370179e-19,1.541451e-19,1.410503e-06
2.558000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.798360e-19,7.707256e-20,1.410503e-06
2.559000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,8.563618e-21,2.312177e-19,1.410503e-06
2.560000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,9.419980e-20,2.226541e-19,1.410503e-06
2.561000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.997266e-19,1.541451e-19,1.410503e-06
2.562000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.966898e-19,7.707256e-20,1.410503e-06
2.563000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.881262e-19,2.312177e-19,1.410503e-06
2.564000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.281809e-19,2.226541e-19,1.410503e-06
2.565000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.168539e-19,1.541451e-19,1.410503e-06
2.566000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.569085e-19,7.707256e-20,1.410503e-06
2.567000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.969632e-19,2.312177e-19,1.410503e-06
2.568000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.455815e-19,2.226541e-19,1.410503e-06
2.569000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.027634e-19,1.541451e-19,1.410503e-06
2.570000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,7.707256e-20,7.707256e-20,1.410503e-06
2.571000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.425447e-20,2.312177e-19,1.410503e-06
2.572000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,0.000000e+00,2.226541e-19,1.410503e-06
2.573000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-2.569085e-20,1.541451e-19,1.410503e-06
2.574000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-5.994533e-20,7.707256e-20,1.410503e-06
2.575000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-8.563618e-20,2.312177e-19,1.410503e-06
2.576000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.113270e-19,2.226541e-19,1.410503e-06
2.577000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.370179e-19,1.541451e-19,1.410503e-06
2.578000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.798360e-19,7.707256e-20,1.410503e-06
2.579000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,8.563618e-21,2.312177e-19,1.410503e-06
2.580000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,9.419980e-20,2.226541e-19,1.410503e-06
2.581000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.997266e-19,1.541451e-19,1.410503e-06
2.582000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.966898e-19,7.707256e-20,1.410503e-06
2.583000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.881262e-19,2.312177e-19,1.410503e-06
2.584000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.281809e-19,2.226541e-19,1.410503e-06
2.585000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.168539e-19,1.541451e-19,1.410503e-06
2.586000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.569085e-19,7.707256e-20,1.410503e-06
2.587000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.969632e-19,2.312177e-19,1.410503e-06
2.588000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.455815e-19,2.226541e-19,1.410503e-06
2.589000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.027634e-19,1.541451e-19,1.410503e-06
2.590000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,7.707256e-20,7.707256e-20,1.410503e-06
2.591000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.425447e-20,2.312177e-19,1.410503e-06
2.592000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,0.000000e+00,2.226541e-19,1.410503e-06
2.593000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-2.569085e-20,1.541451e-19,1.410503e-06
2.594000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-5.994533e-20,7.707256e-20,1.410503e-06
2.595000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-8.563618e-20,2.312177e-19,1.410503e-06
2.596000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.113270e-19,2.226541e-19,1.410503e-06
2.597000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.370179e-19,1.541451e-19,1.410503e-06
2.598000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.798360e-19,7.707256e-20,1.410503e-06
2.599000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,8.563618e-21,2.312177e-19,1.410503e-06
2.600000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,9.419980e-20,2.226541e-19,1.410503e-06
2.601000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.997266e-19,1.541451e-19,1.410503e-06
2.602000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.966898e-19,7.707256e-20,1.410503e-06
2.603000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.881262e-19,2.312177e-19,1.410503e-06
2.604000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.281809e-19,2.226541e-19,1.410503e-06
2.605000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.168539e-19,1.541451e-19,1.410503e-06
2.606000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.569085e-19,7.707256e-20,1.410503e-06
2.607000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.969632e-19,2.312177e-19,1.410503e-06
2.608000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.455815e-19,2.226541e-19,1.410503e-06
2.609000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.027634e-19,1.541451e-19,1.410503e-06
2.610000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,7.707256e-20,7.707256e-20,1.410503e-06
2.611000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.425447e-20,2.312177e-19,1.410503e-06
2.612000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,0.000000e+00,2.226541e-19,1.410503e-06
2.613000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-2.569085e-20,1.541451e-19,1.410503e-06
2.614000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-5.994533e-20,7.707256e-20,1.410503e-06
2.615000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-8.563618e-20,2.312177e-19,1.410503e-06
2.616000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.113270e-19,2.226541e-19,1.410503e-06
2.617000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.370179e-19,1.541451e-19,1.410503e-06
2.618000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.798360e-19,7.707256e-20,1.410503e-06
2.619000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,8.563618e-21,2.312177e-19,1.410503e-06
2.620000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,9.419980e-20,2.226541e-19,1.410503e-06
2.621000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.997266e-19,1.541451e-19,1.410503e-06
2.622000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.966898e-19,7.707256e-20,1.410503e-06
2.623000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.881262e-19,2.312177e-19,1.410503e-06
2.624000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.281809e-19,2.226541e-19,1.410503e-06
2.625000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.168539e-19,1.541451e-19,1.410503e-06
2.626000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.569085e-19,7.707256e-20,1.410503e-06
2.627000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.969632e-19,2.312177e-19,1.410503e-06
2.628000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.455815e-19,2.226541e-19,1.410503e-06
2.629000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.027634e-19,1.541451e-19,1.410503e-06
2.630000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,7.707256e-20,7.707256e-20,1.410503e-06
2.631000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.425447e-20,2.312177e-19,1.410503e-06
2.632000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,0.000000e+00,2.226541e-19,1.410503e-06
2.633000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-2.569085e-20,1.541451e-19,1.410503e-06
2.634000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-5.994533e-20,7.707256e-20,1.410503e-06
2.635000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-8.563618e-20,2.312177e-19,1.410503e-06
2.636000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.113270e-19,2.226541e-19,1.410503e-06
2.637000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.370179e-19,1.541451e-19,1.410503e-06
2.638000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.798360e-19,7.707256e-20,1.410503e-06
2.639000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,8.563618e-21,2.312177e-19,1.410503e-06
2.640000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,9.419980e-20,2.226541e-19,1.410503e-06
2.641000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.997266e-19,1.541451e-19,1.410503e-06
2.642000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.966898e-19,7.707256e-20,1.410503e-06
2.643000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.881262e-19,2.312177e-19,1.410503e-06
2.644000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.281809e-19,2.226541e-19,1.410503e-06
2.645000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.168539e-19,1.541451e-19,1.410503e-06
2.646000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.569085e-19,7.707256e-20,1.410503e-06
2.647000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.969632e-19,2.312177e-19,1.410503e-06
2.648000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.455815e-19,2.226541e-19,1.410503e-06
2.649000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.027634e-19,1.541451e-19,1.410503e-06
2.650000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,7.707256e-20,7.707256e-20,1.410503e-06
2.651000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.425447e-20,2.312177e-19,1.410503e-06
2.652000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,0.000000e+00,2.226541e-19,1.410503e-06
2.653000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-2.569085e-20,1.541451e-19,1.410503e-06
2.654000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-5.994533e-20,7.707256e-20,1.410503e-06
2.655000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-8.563618e-20,2.312177e-19,1.410503e-06
2.656000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.113270e-19,2.226541e-19,1.410503e-06
2.657000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.370179e-19,1.541451e-19,1.410503e-06
2.658000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.798360e-19,7.707256e-20,1.410503e-06
2.659000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,8.563618e-21,2.312177e-19,1.410503e-06
2.660000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,9.419980e-20,2.226541e-19,1.410503e-06
2.661000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.997266e-19,1.541451e-19,1.410503e-06
2.662000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.966898e-19,7.707256e-20,1.410503e-06
2.663000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.881262e-19,2.312177e-19,1.410503e-06
2.664000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.281809e-19,2.226541e-19,1.410503e-06
2.665000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.168539e-19,1.541451e-19,1.410503e-06
2.666000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.569085e-19,7.707256e-20,1.410503e-06
2.667000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.969632e-19,2.312177e-19,1.410503e-06
2.668000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.455815e-19,2.226541e-19,1.410503e-06
2.669000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.027634e-19,1.541451e-19,1.410503e-06
2.670000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,7.707256e-20,7.707256e-20,1.410503e-06
2.671000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.425447e-20,2.312177e-19,1.410503e-06
2.672000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,0.000000e+00,2.226541e-19,1.410503e-06
2.673000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-2.569085e-20,1.541451e-19,1.410503e-06
2.674000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-5.994533e-20,7.707256e-20,1.410503e-06
2.675000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-8.563618e-20,2.312177e-19,1.410503e-06
2.676000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.113270e-19,2.226541e-19,1.410503e-06
2.677000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.370179e-19,1.541451e-19,1.410503e-06
2.678000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.798360e-19,7.707256e-20,1.410503e-06
2.679000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,8.563618e-21,2.312177e-19,1.410503e-06
2.680000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,9.419980e-20,2.226541e-19,1.410503e-06
2.681000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.997266e-19,1.541451e-19,1.410503e-06
2.682000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.966898e-19,7.707256e-20,1.410503e-06
2.683000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.881262e-19,2.312177e-19,1.410503e-06
2.684000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.281809e-19,2.226541e-19,1.410503e-06
2.685000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.168539e-19,1.541451e-19,1.410503e-06
2.686000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.569085e-19,7.707256e-20,1.410503e-06
2.687000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.969632e-19,2.312177e-19,1.410503e-06
2.688000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.455815e-19,2.226541e-19,1.410503e-06
2.689000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,1.027634e-19,1.541451e-19,1.410503e-06
2.690000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,7.707256e-20,7.707256e-20,1.410503e-06
2.691000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,3.425447e-20,2.312177e-19,1.410503e-06
2.692000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,0.000000e+00,2.226541e-19,1.410503e-06
2.693000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-2.569085e-20,1.541451e-19,1.410503e-06
2.694000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-5.994533e-20,7.707256e-20,1.410503e-06
2.695000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-8.563618e-20,2.312177e-19,1.410503e-06
2.696000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.113270e-19,2.226541e-19,1.410503e-06
2.697000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.370179e-19,1.541451e-19,1.410503e-06
2.698000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,-1.798360e-19,7.707256e-20,1.410503e-06
2.699000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,8.563618e-21,2.312177e-19,1.410503e-06
2.700000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,9.419980e-20,2.226541e-19,1.410503e-06
2.701000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,2.997266e-19,1.541451e-19,1.410503e-06
2.702000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.966898e-19,7.707256e-20,1.410503e-06
2.703000e-10,7.690549e-01,7.690549e-01,7.693358e-01,7.690549e-01,9.163071e-19,3.682356e-19,4.881262e-19,2.312177e-19,1.410503e-06
