time,"P(B1|X1|X1|X35)","P(B2|X1|X1|X35)","P(B1|X2|X20|X35)","P(B2|X2|X20|X35)","V(R1)","P(B1|X1|X2|X2)","P(B2|X1|X2|X2)","P(B1|X2|X6|X7)","P(B2|X2|X6|X7)","P(B1|X1|X1|X5)","P(B2|X1|X1|X5)"
6.700000e-11,1.453570e+00,2.008883e+00,1.453570e+00,2.008883e+00,-2.503434e-06,1.453570e+00,2.008883e+00,1.453570e+00,2.008883e+00,1.453570e+00,2.008883e+00
6.710000e-11,1.453833e+00,2.009125e+00,1.453833e+00,2.009125e+00,-2.499804e-06,1.453833e+00,2.009125e+00,1.453833e+00,2.009125e+00,1.453833e+00,2.009125e+00
6.720000e-11,1.454096e+00,2.009367e+00,1.454096e+00,2.009367e+00,-2.496207e-06,1.454096e+00,2.009367e+00,1.454096e+00,2.009367e+00,1.454096e+00,2.009367e+00
6.730000e-11,1.454359e+00,2.009609e+00,1.454359e+00,2.009609e+00,-2.492640e-06,1.454359e+00,2.009609e+00,1.454359e+00,2.009609e+00,1.454359e+00,2.009609e+00
6.740000e-11,1.454622e+00,2.009851e+00,1.454622e+00,2.009851e+00,-2.489105e-06,1.454622e+00,2.009851e+00,1.454622e+00,2.009851e+00,1.454622e+00,2.009851e+00
6.750000e-11,1.454885e+00,2.010093e+00,1.454885e+00,2.010093e+00,-2.485600e-06,1.454885e+00,2.010093e+00,1.454885e+00,2.010093e+00,1.454885e+00,2.010093e+00
6.760000e-11,1.455149e+00,2.010335e+00,1.455149e+00,2.010335e+00,-2.482126e-06,1.455149e+00,2.010335e+00,1.455149e+00,2.010335e+00,1.455149e+00,2.010335e+00
6.770000e-11,1.455412e+00,2.010577e+00,1.455412e+00,2.010577e+00,-2.478682e-06,1.455412e+00,2.010577e+00,1.455412e+00,2.010577e+00,1.455412e+00,2.010577e+00
6.780000e-11,1.455675e+00,2.010819e+00,1.455675e+00,2.010819e+00,-2.475268e-06,1.455675e+00,2.010819e+00,1.455675e+00,2.010819e+00,1.455675e+00,2.010819e+00
6.790000e-11,1.455939e+00,2.011061e+00,1.455939e+00,2.011061e+00,-2.471884e-06,1.455939e+00,2.011061e+00,1.455939e+00,2.011061e+00,1.455939e+00,2.011061e+00
6.800000e-11,1.456202e+00,2.011304e+00,1.456202e+00,2.011304e+00,-2.468529e-06,1.456202e+00,2.011304e+00,1.456202e+00,2.011304e+00,1.456202e+00,2.011304e+00
6.810000e-11,1.456466e+00,2.011546e+00,1.456466e+00,2.011546e+00,-2.465204e-06,1.456466e+00,2.011546e+00,1.456466e+00,2.011546e+00,1.456466e+00,2.011546e+00
6.820000e-11,1.456729e+00,2.011788e+00,1.456729e+00,2.011788e+00,-2.461908e-06,1.456729e+00,2.011788e+00,1.456729e+00,2.011788e+00,1.456729e+00,2.011788e+00
6.830000e-11,1.456993e+00,2.012030e+00,1.456993e+00,2.012030e+00,-2.458641e-06,1.456993e+00,2.012030e+00,1.456993e+00,2.012030e+00,1.456993e+00,2.012030e+00
6.840000e-11,1.457257e+00,2.012272e+00,1.457257e+00,2.012272e+00,-2.455403e-06,1.457257e+00,2.012272e+00,1.457257e+00,2.012272e+00,1.457257e+00,2.012272e+00
6.850000e-11,1.457521e+00,2.012515e+00,1.457521e+00,2.012515e+00,-2.452193e-06,1.457521e+00,2.012515e+00,1.457521e+00,2.012515e+00,1.457521e+00,2.012515e+00
6.860000e-11,1.457784e+00,2.012757e+00,1.457784e+00,2.012757e+00,-2.449011e-06,1.457784e+00,2.012757e+00,1.457784e+00,2.012757e+00,1.457784e+00,2.012757e+00
6.870000e-11,1.458048e+00,2.012999e+00,1.458048e+00,2.012999e+00,-2.445858e-06,1.458048e+00,2.012999e+00,1.458048e+00,2.012999e+00,1.458048e+00,2.012999e+00
6.880000e-11,1.458312e+00,2.013242e+00,1.458312e+00,2.013242e+00,-2.442732e-06,1.458312e+00,2.013242e+00,1.458312e+00,2.013242e+00,1.458312e+00,2.013242e+00
6.890000e-11,1.458576e+00,2.013484e+00,1.458576e+00,2.013484e+00,-2.439633e-06,1.458576e+00,2.013484e+00,1.458576e+00,2.013484e+00,1.458576e+00,2.013484e+00
6.900000e-11,1.458840e+00,2.013726e+00,1.458840e+00,2.013726e+00,-2.436562e-06,1.458840e+00,2.013726e+00,1.458840e+00,2.013726e+00,1.458840e+00,2.013726e+00
6.910000e-11,1.459105e+00,2.013969e+00,1.459105e+00,2.013969e+00,-2.433519e-06,1.459105e+00,2.013969e+00,1.459104e+00,2.013969e+00,1.459105e+00,2.013969e+00
6.920000e-11,1.459369e+00,2.014211e+00,1.459369e+00,2.014211e+00,-2.430502e-06,1.459369e+00,2.014211e+00,1.459369e+00,2.014211e+00,1.459369e+00,2.014211e+00
6.930000e-11,1.459633e+00,2.014454e+00,1.459633e+00,2.014454e+00,-2.427511e-06,1.459633e+00,2.014454e+00,1.459633e+00,2.014454e+00,1.459633e+00,2.014454e+00
6.940000e-11,1.459897e+00,2.014696e+00,1.459897e+00,2.014696e+00,-2.424548e-06,1.459897e+00,2.014696e+00,1.459897e+00,2.014696e+00,1.459897e+00,2.014696e+00
6.950000e-11,1.460162e+00,2.014939e+00,1.460162e+00,2.014939e+00,-2.421610e-06,1.460162e+00,2.014939e+00,1.460162e+00,2.014939e+00,1.460162e+00,2.014939e+00
6.960000e-11,1.460426e+00,2.015181e+00,1.460426e+00,2.015181e+00,-2.418699e-06,1.460426e+00,2.015181e+00,1.460426e+00,2.015181e+00,1.460426e+00,2.015181e+00
6.970000e-11,1.460690e+00,2.015424e+00,1.460690e+00,2.015424e+00,-2.415814e-06,1.460691e+00,2.015424e+00,1.460690e+00,2.015424e+00,1.460690e+00,2.015424e+00
6.980000e-11,1.460955e+00,2.015666e+00,1.460955e+00,2.015666e+00,-2.412954e-06,1.460955e+00,2.015666e+00,1.460955e+00,2.015666e+00,1.460955e+00,2.015666e+00
6.990000e-11,1.461220e+00,2.015909e+00,1.461220e+00,2.015909e+00,-2.410120e-06,1.461220e+00,2.015909e+00,1.461220e+00,2.015909e+00,1.461220e+00,2.015909e+00
7.000000e-11,1.461484e+00,2.016151e+00,1.461484e+00,2.016151e+00,-2.407311e-06,1.461484e+00,2.016151e+00,1.461484e+00,2.016151e+00,1.461484e+00,2.016151e+00
7.010000e-11,1.461749e+00,2.016394e+00,1.461749e+00,2.016394e+00,-2.404527e-06,1.461749e+00,2.016394e+00,1.461749e+00,2.016394e+00,1.461749e+00,2.016394e+00
7.020000e-11,1.462014e+00,2.016637e+00,1.462014e+00,2.016637e+00,-2.401769e-06,1.462014e+00,2.016637e+00,1.462014e+00,2.016637e+00,1.462014e+00,2.016637e+00
7.030000e-11,1.462279e+00,2.016879e+00,1.462279e+00,2.016879e+00,-2.399035e-06,1.462279e+00,2.016879e+00,1.462279e+00,2.016879e+00,1.462279e+00,2.016879e+00
7.040000e-11,1.462543e+00,2.017122e+00,1.462543e+00,2.017122e+00,-2.396325e-06,1.462543e+00,2.017122e+00,1.462543e+00,2.017122e+00,1.462543e+00,2.017122e+00
7.050000e-11,1.462808e+00,2.017365e+00,1.462808e+00,2.017365e+00,-2.393640e-06,1.462808e+00,2.017365e+00,1.462808e+00,2.017365e+00,1.462808e+00,2.017365e+00
7.060000e-11,1.463073e+00,2.017607e+00,1.463073e+00,2.017607e+00,-2.390979e-06,1.463073e+00,2.017607e+00,1.463073e+00,2.017607e+00,1.463073e+00,2.017607e+00
7.070000e-11,1.463339e+00,2.017850e+00,1.463339e+00,2.017850e+00,-2.388341e-06,1.463339e+00,2.017850e+00,1.463339e+00,2.017850e+00,1.463339e+00,2.017850e+00
7.080000e-11,1.463604e+00,2.018093e+00,1.463604e+00,2.018093e+00,-2.385728e-06,1.463604e+00,2.018093e+00,1.463604e+00,2.018093e+00,1.463604e+00,2.018093e+00
7.090000e-11,1.463869e+00,2.018336e+00,1.463869e+00,2.018336e+00,-2.383138e-06,1.463869e+00,2.018336e+00,1.463869e+00,2.018336e+00,1.463869e+00,2.018336e+00
7.100000e-11,1.464134e+00,2.018578e+00,1.464134e+00,2.018578e+00,-2.380572e-06,1.464134e+00,2.018578e+00,1.464134e+00,2.018578e+00,1.464134e+00,2.018578e+00
7.110000e-11,1.464399e+00,2.018821e+00,1.464399e+00,2.018821e+00,-2.378029e-06,1.464399e+00,2.018821e+00,1.464399e+00,2.018821e+00,1.464399e+00,2.018821e+00
7.120000e-11,1.464665e+00,2.019064e+00,1.464665e+00,2.019064e+00,-2.375509e-06,1.464665e+00,2.019064e+00,1.464665e+00,2.019064e+00,1.464665e+00,2.019064e+00
7.130000e-11,1.464930e+00,2.019307e+00,1.464930e+00,2.019307e+00,-2.373011e-06,1.464930e+00,2.019307e+00,1.464930e+00,2.019307e+00,1.464930e+00,2.019307e+00
7.140000e-11,1.465196e+00,2.019550e+00,1.465196e+00,2.019550e+00,-2.370537e-06,1.465196e+00,2.019550e+00,1.465196e+00,2.019550e+00,1.465196e+00,2.019550e+00
7.150000e-11,1.465461e+00,2.019793e+00,1.465461e+00,2.019793e+00,-2.368085e-06,1.465461e+00,2.019793e+00,1.465461e+00,2.019793e+00,1.465461e+00,2.019793e+00
7.160000e-11,1.465727e+00,2.020036e+00,1.465727e+00,2.020036e+00,-2.365655e-06,1.465727e+00,2.020036e+00,1.465727e+00,2.020036e+00,1.465727e+00,2.020036e+00
7.170000e-11,1.465992e+00,2.020279e+00,1.465992e+00,2.020279e+00,-2.363247e-06,1.465992e+00,2.020279e+00,1.465992e+00,2.020279e+00,1.465992e+00,2.020279e+00
7.180000e-11,1.466258e+00,2.020522e+00,1.466258e+00,2.020522e+00,-2.360862e-06,1.466258e+00,2.020522e+00,1.466258e+00,2.020522e+00,1.466258e+00,2.020522e+00
7.190000e-11,1.466524e+00,2.020765e+00,1.466524e+00,2.020765e+00,-2.358498e-06,1.466524e+00,2.020765e+00,1.466524e+00,2.020765e+00,1.466524e+00,2.020765e+00
7.200000e-11,1.466790e+00,2.021008e+00,1.466790e+00,2.021008e+00,-2.356156e-06,1.466790e+00,2.021008e+00,1.466790e+00,2.021008e+00,1.466790e+00,2.021008e+00
7.210000e-11,1.467056e+00,2.021251e+00,1.467056e+00,2.021251e+00,-2.353836e-06,1.467056e+00,2.021251e+00,1.467056e+00,2.021251e+00,1.467056e+00,2.021251e+00
7.220000e-11,1.467322e+00,2.021494e+00,1.467322e+00,2.021494e+00,-2.351536e-06,1.467322e+00,2.021494e+00,1.467322e+00,2.021494e+00,1.467322e+00,2.021494e+00
7.230000e-11,1.467588e+00,2.021737e+00,1.467588e+00,2.021737e+00,-2.349258e-06,1.467588e+00,2.021737e+00,1.467588e+00,2.021737e+00,1.467588e+00,2.021737e+00
7.240000e-11,1.467854e+00,2.021980e+00,1.467854e+00,2.021980e+00,-2.347001e-06,1.467854e+00,2.021980e+00,1.467854e+00,2.021980e+00,1.467854e+00,2.021980e+00
7.250000e-11,1.468120e+00,2.022223e+00,1.468120e+00,2.022223e+00,-2.344765e-06,1.468120e+00,2.022223e+00,1.468120e+00,2.022223e+00,1.468120e+00,2.022223e+00
7.260000e-11,1.468386e+00,2.022467e+00,1.468386e+00,2.022467e+00,-2.342549e-06,1.468386e+00,2.022467e+00,1.468386e+00,2.022467e+00,1.468386e+00,2.022467e+00
7.270000e-11,1.468652e+00,2.022710e+00,1.468652e+00,2.022710e+00,-2.340354e-06,1.468652e+00,2.022710e+00,1.468652e+00,2.022710e+00,1.468652e+00,2.022710e+00
7.280000e-11,1.468919e+00,2.022953e+00,1.468919e+00,2.022953e+00,-2.338180e-06,1.468919e+00,2.022953e+00,1.468919e+00,2.022953e+00,1.468919e+00,2.022953e+00
7.290000e-11,1.469185e+00,2.023196e+00,1.469185e+00,2.023196e+00,-2.336025e-06,1.469185e+00,2.023196e+00,1.469185e+00,2.023196e+00,1.469185e+00,2.023196e+00
7.300000e-11,1.469452e+00,2.023440e+00,1.469452e+00,2.023440e+00,-2.333891e-06,1.469452e+00,2.023440e+00,1.469452e+00,2.023439e+00,1.469452e+00,2.023440e+00
7.310000e-11,1.469718e+00,2.023683e+00,1.469718e+00,2.023683e+00,-2.331776e-06,1.469718e+00,2.023683e+00,1.469718e+00,2.023683e+00,1.469718e+00,2.023683e+00
7.320000e-11,1.469985e+00,2.023926e+00,1.469985e+00,2.023926e+00,-2.329682e-06,1.469985e+00,2.023926e+00,1.469985e+00,2.023926e+00,1.469985e+00,2.023926e+00
7.330000e-11,1.470251e+00,2.024169e+00,1.470251e+00,2.024169e+00,-2.327607e-06,1.470251e+00,2.024170e+00,1.470251e+00,2.024169e+00,1.470251e+00,2.024169e+00
7.340000e-11,1.470518e+00,2.024413e+00,1.470518e+00,2.024413e+00,-2.325551e-06,1.470518e+00,2.024413e+00,1.470518e+00,2.024413e+00,1.470518e+00,2.024413e+00
7.350000e-11,1.470785e+00,2.024656e+00,1.470785e+00,2.024656e+00,-2.323514e-06,1.470785e+00,2.024656e+00,1.470785e+00,2.024656e+00,1.470785e+00,2.024656e+00
7.360000e-11,1.471052e+00,2.024900e+00,1.471052e+00,2.024900e+00,-2.321497e-06,1.471052e+00,2.024900e+00,1.471052e+00,2.024900e+00,1.471052e+00,2.024900e+00
7.370000e-11,1.471319e+00,2.025143e+00,1.471319e+00,2.025143e+00,-2.319499e-06,1.471319e+00,2.025143e+00,1.471319e+00,2.025143e+00,1.471319e+00,2.025143e+00
7.380000e-11,1.471586e+00,2.025387e+00,1.471586e+00,2.025387e+00,-2.317519e-06,1.471586e+00,2.025387e+00,1.471586e+00,2.025387e+00,1.471586e+00,2.025387e+00
7.390000e-11,1.471853e+00,2.025630e+00,1.471853e+00,2.025630e+00,-2.315559e-06,1.471853e+00,2.025630e+00,1.471853e+00,2.025630e+00,1.471853e+00,2.025630e+00
7.400000e-11,1.472120e+00,2.025874e+00,1.472120e+00,2.025874e+00,-2.313617e-06,1.472120e+00,2.025874e+00,1.472120e+00,2.025874e+00,1.472120e+00,2.025874e+00
7.410000e-11,1.472387e+00,2.026117e+00,1.472387e+00,2.026117e+00,-2.311693e-06,1.472387e+00,2.026117e+00,1.472387e+00,2.026117e+00,1.472387e+00,2.026117e+00
7.420000e-11,1.472654e+00,2.026361e+00,1.472654e+00,2.026361e+00,-2.309788e-06,1.472654e+00,2.026361e+00,1.472654e+00,2.026361e+00,1.472654e+00,2.026361e+00
7.430000e-11,1.472921e+00,2.026604e+00,1.472921e+00,2.026604e+00,-2.307900e-06,1.472921e+00,2.026604e+00,1.472921e+00,2.026604e+00,1.472921e+00,2.026604e+00
7.440000e-11,1.473189e+00,2.026848e+00,1.473189e+00,2.026848e+00,-2.306031e-06,1.473189e+00,2.026848e+00,1.473189e+00,2.026848e+00,1.473189e+00,2.026848e+00
7.450000e-11,1.473456e+00,2.027092e+00,1.473456e+00,2.027092e+00,-2.304180e-06,1.473456e+00,2.027092e+00,1.473456e+00,2.027092e+00,1.473456e+00,2.027092e+00
7.460000e-11,1.473723e+00,2.027335e+00,1.473723e+00,2.027335e+00,-2.302346e-06,1.473723e+00,2.027335e+00,1.473723e+00,2.027335e+00,1.473723e+00,2.027335e+00
7.470000e-11,1.473991e+00,2.027579e+00,1.473991e+00,2.027579e+00,-2.300530e-06,1.473991e+00,2.027579e+00,1.473991e+00,2.027579e+00,1.473991e+00,2.027579e+00
7.480000e-11,1.474259e+00,2.027823e+00,1.474259e+00,2.027823e+00,-2.298731e-06,1.474259e+00,2.027823e+00,1.474259e+00,2.027823e+00,1.474259e+00,2.027823e+00
7.490000e-11,1.474526e+00,2.028067e+00,1.474526e+00,2.028067e+00,-2.296950e-06,1.474526e+00,2.028067e+00,1.474526e+00,2.028067e+00,1.474526e+00,2.028067e+00
7.500000e-11,1.474794e+00,2.028310e+00,1.474794e+00,2.028310e+00,-2.295186e-06,1.474794e+00,2.028310e+00,1.474794e+00,2.028310e+00,1.474794e+00,2.028310e+00
7.510000e-11,1.475062e+00,2.028554e+00,1.475062e+00,2.028554e+00,-2.293439e-06,1.475062e+00,2.028554e+00,1.475062e+00,2.028554e+00,1.475062e+00,2.028554e+00
7.520000e-11,1.475330e+00,2.028798e+00,1.475330e+00,2.028798e+00,-2.291709e-06,1.475330e+00,2.028798e+00,1.475330e+00,2.028798e+00,1.475330e+00,2.028798e+00
7.530000e-11,1.475597e+00,2.029042e+00,1.475597e+00,2.029042e+00,-2.289996e-06,1.475597e+00,2.029042e+00,1.475597e+00,2.029042e+00,1.475597e+00,2.029042e+00
7.540000e-11,1.475865e+00,2.029286e+00,1.475865e+00,2.029286e+00,-2.288299e-06,1.475865e+00,2.029286e+00,1.475865e+00,2.029286e+00,1.475865e+00,2.029286e+00
7.550000e-11,1.476133e+00,2.029530e+00,1.476133e+00,2.029530e+00,-2.286620e-06,1.476133e+00,2.029530e+00,1.476133e+00,2.029530e+00,1.476133e+00,2.029530e+00
7.560000e-11,1.476402e+00,2.029773e+00,1.476402e+00,2.029773e+00,-2.284956e-06,1.476402e+00,2.029774e+00,1.476402e+00,2.029773e+00,1.476402e+00,2.029773e+00
7.570000e-11,1.476670e+00,2.030017e+00,1.476670e+00,2.030017e+00,-2.283309e-06,1.476670e+00,2.030017e+00,1.476670e+00,2.030017e+00,1.476670e+00,2.030017e+00
7.580000e-11,1.476938e+00,2.030261e+00,1.476938e+00,2.030261e+00,-2.281678e-06,1.476938e+00,2.030261e+00,1.476938e+00,2.030261e+00,1.476938e+00,2.030261e+00
7.590000e-11,1.477206e+00,2.030505e+00,1.477206e+00,2.030505e+00,-2.280063e-06,1.477206e+00,2.030505e+00,1.477206e+00,2.030505e+00,1.477206e+00,2.030505e+00
7.600000e-11,1.477475e+00,2.030749e+00,1.477475e+00,2.030749e+00,-2.278464e-06,1.477475e+00,2.030750e+00,1.477475e+00,2.030749e+00,1.477475e+00,2.030749e+00
7.610000e-11,1.477743e+00,2.030994e+00,1.477743e+00,2.030994e+00,-2.276881e-06,1.477743e+00,2.030994e+00,1.477743e+00,2.030994e+00,1.477743e+00,2.030994e+00
7.620000e-11,1.478011e+00,2.031238e+00,1.478011e+00,2.031238e+00,-2.275313e-06,1.478011e+00,2.031238e+00,1.478011e+00,2.031238e+00,1.478011e+00,2.031238e+00
7.630000e-11,1.478280e+00,2.031482e+00,1.478280e+00,2.031482e+00,-2.273762e-06,1.478280e+00,2.031482e+00,1.478280e+00,2.031482e+00,1.478280e+00,2.031482e+00
7.640000e-11,1.478549e+00,2.031726e+00,1.478549e+00,2.031726e+00,-2.272225e-06,1.478549e+00,2.031726e+00,1.478549e+00,2.031726e+00,1.478549e+00,2.031726e+00
7.650000e-11,1.478817e+00,2.031970e+00,1.478817e+00,2.031970e+00,-2.270704e-06,1.478817e+00,2.031970e+00,1.478817e+00,2.031970e+00,1.478817e+00,2.031970e+00
7.660000e-11,1.479086e+00,2.032214e+00,1.479086e+00,2.032214e+00,-2.269198e-06,1.479086e+00,2.032214e+00,1.479086e+00,2.032214e+00,1.479086e+00,2.032214e+00
7.670000e-11,1.479355e+00,2.032458e+00,1.479355e+00,2.032458e+00,-2.267708e-06,1.479355e+00,2.032458e+00,1.479355e+00,2.032458e+00,1.479355e+00,2.032458e+00
7.680000e-11,1.479624e+00,2.032703e+00,1.479624e+00,2.032703e+00,-2.266232e-06,1.479624e+00,2.032703e+00,1.479624e+00,2.032703e+00,1.479624e+00,2.032703e+00
7.690000e-11,1.479893e+00,2.032947e+00,1.479893e+00,2.032947e+00,-2.264771e-06,1.479893e+00,2.032947e+00,1.479893e+00,2.032947e+00,1.479893e+00,2.032947e+00
7.700000e-11,1.480162e+00,2.033191e+00,1.480162e+00,2.033191e+00,-2.263325e-06,1.480162e+00,2.033191e+00,1.480162e+00,2.033191e+00,1.480162e+00,2.033191e+00
7.710000e-11,1.480431e+00,2.033436e+00,1.480431e+00,2.033436e+00,-2.261894e-06,1.480431e+00,2.033436e+00,1.480431e+00,2.033436e+00,1.480431e+00,2.033436e+00
7.720000e-11,1.480700e+00,2.033680e+00,1.480700e+00,2.033680e+00,-2.260477e-06,1.480700e+00,2.033680e+00,1.480700e+00,2.033680e+00,1.480700e+00,2.033680e+00
7.730000e-11,1.480969e+00,2.033924e+00,1.480969e+00,2.033924e+00,-2.259075e-06,1.480969e+00,2.033924e+00,1.480969e+00,2.033924e+00,1.480969e+00,2.033924e+00
7.740000e-11,1.481238e+00,2.034169e+00,1.481238e+00,2.034169e+00,-2.257687e-06,1.481238e+00,2.034169e+00,1.481238e+00,2.034169e+00,1.481238e+00,2.034169e+00
7.750000e-11,1.481508e+00,2.034413e+00,1.481508e+00,2.034413e+00,-2.256314e-06,1.481508e+00,2.034413e+00,1.481508e+00,2.034413e+00,1.481508e+00,2.034413e+00
7.760000e-11,1.481777e+00,2.034658e+00,1.481777e+00,2.034658e+00,-2.254954e-06,1.481777e+00,2.034658e+00,1.481777e+00,2.034658e+00,1.481777e+00,2.034658e+00
7.770000e-11,1.482046e+00,2.034902e+00,1.482046e+00,2.034902e+00,-2.253609e-06,1.482046e+00,2.034902e+00,1.482046e+00,2.034902e+00,1.482046e+00,2.034902e+00
7.780000e-11,1.482316e+00,2.035147e+00,1.482316e+00,2.035147e+00,-2.252277e-06,1.482316e+00,2.035147e+00,1.482316e+00,2.035147e+00,1.482316e+00,2.035147e+00
7.790000e-11,1.482586e+00,2.035391e+00,1.482586e+00,2.035391e+00,-2.250959e-06,1.482586e+00,2.035391e+00,1.482586e+00,2.035391e+00,1.482586e+00,2.035391e+00
7.800000e-11,1.482855e+00,2.035636e+00,1.482855e+00,2.035636e+00,-2.249655e-06,1.482855e+00,2.035636e+00,1.482855e+00,2.035636e+00,1.482855e+00,2.035636e+00
7.810000e-11,1.483125e+00,2.035880e+00,1.483125e+00,2.035880e+00,-2.248365e-06,1.483125e+00,2.035880e+00,1.483125e+00,2.035880e+00,1.483125e+00,2.035880e+00
7.820000e-11,1.483395e+00,2.036125e+00,1.483395e+00,2.036125e+00,-2.247088e-06,1.483395e+00,2.036125e+00,1.483395e+00,2.036125e+00,1.483395e+00,2.036125e+00
7.830000e-11,1.483665e+00,2.036370e+00,1.483665e+00,2.036370e+00,-2.245825e-06,1.483665e+00,2.036370e+00,1.483665e+00,2.036370e+00,1.483665e+00,2.036370e+00
7.840000e-11,1.483934e+00,2.036614e+00,1.483934e+00,2.036614e+00,-2.244575e-06,1.483935e+00,2.036614e+00,1.483934e+00,2.036614e+00,1.483934e+00,2.036614e+00
7.850000e-11,1.484204e+00,2.036859e+00,1.484204e+00,2.036859e+00,-2.243338e-06,1.484205e+00,2.036859e+00,1.484204e+00,2.036859e+00,1.484204e+00,2.036859e+00
7.860000e-11,1.484475e+00,2.037104e+00,1.484475e+00,2.037104e+00,-2.242114e-06,1.484475e+00,2.037104e+00,1.484475e+00,2.037104e+00,1.484475e+00,2.037104e+00
7.870000e-11,1.484745e+00,2.037349e+00,1.484745e+00,2.037349e+00,-2.240903e-06,1.484745e+00,2.037349e+00,1.484745e+00,2.037349e+00,1.484745e+00,2.037349e+00
7.880000e-11,1.485015e+00,2.037593e+00,1.485015e+00,2.037593e+00,-2.239705e-06,1.485015e+00,2.037593e+00,1.485015e+00,2.037593e+00,1.485015e+00,2.037593e+00
7.890000e-11,1.485285e+00,2.037838e+00,1.485285e+00,2.037838e+00,-2.238520e-06,1.485285e+00,2.037838e+00,1.485285e+00,2.037838e+00,1.485285e+00,2.037838e+00
7.900000e-11,1.485555e+00,2.038083e+00,1.485555e+00,2.038083e+00,-2.237348e-06,1.485555e+00,2.038083e+00,1.485555e+00,2.038083e+00,1.485555e+00,2.038083e+00
7.910000e-11,1.485826e+00,2.038328e+00,1.485826e+00,2.038328e+00,-2.236189e-06,1.485826e+00,2.038328e+00,1.485826e+00,2.038328e+00,1.485826e+00,2.038328e+00
7.920000e-11,1.486096e+00,2.038573e+00,1.486096e+00,2.038573e+00,-2.235042e-06,1.486096e+00,2.038573e+00,1.486096e+00,2.038573e+00,1.486096e+00,2.038573e+00
7.930000e-11,1.486367e+00,2.038818e+00,1.486367e+00,2.038818e+00,-2.233907e-06,1.486367e+00,2.038818e+00,1.486367e+00,2.038818e+00,1.486367e+00,2.038818e+00
7.940000e-11,1.486637e+00,2.039063e+00,1.486637e+00,2.039063e+00,-2.232785e-06,1.486637e+00,2.039063e+00,1.486637e+00,2.039063e+00,1.486637e+00,2.039063e+00
7.950000e-11,1.486908e+00,2.039308e+00,1.486908e+00,2.039308e+00,-2.231675e-06,1.486908e+00,2.039308e+00,1.486908e+00,2.039308e+00,1.486908e+00,2.039308e+00
7.960000e-11,1.487179e+00,2.039553e+00,1.487179e+00,2.039553e+00,-2.230577e-06,1.487179e+00,2.039553e+00,1.487179e+00,2.039553e+00,1.487179e+00,2.039553e+00
7.970000e-11,1.487450e+00,2.039798e+00,1.487450e+00,2.039798e+00,-2.229492e-06,1.487450e+00,2.039798e+00,1.487450e+00,2.039798e+00,1.487450e+00,2.039798e+00
7.980000e-11,1.487721e+00,2.040043e+00,1.487721e+00,2.040043e+00,-2.228418e-06,1.487721e+00,2.040043e+00,1.487721e+00,2.040043e+00,1.487721e+00,2.040043e+00
7.990000e-11,1.487991e+00,2.040288e+00,1.487991e+00,2.040288e+00,-2.227356e-06,1.487991e+00,2.040288e+00,1.487991e+00,2.040288e+00,1.487991e+00,2.040288e+00
8.000000e-11,1.488262e+00,2.040533e+00,1.488262e+00,2.040533e+00,-2.226306e-06,1.488263e+00,2.040533e+00,1.488262e+00,2.040533e+00,1.488262e+00,2.040533e+00
8.010000e-11,1.488534e+00,2.040778e+00,1.488534e+00,2.040778e+00,-2.225268e-06,1.488534e+00,2.040779e+00,1.488534e+00,2.040778e+00,1.488534e+00,2.040778e+00
8.020000e-11,1.488805e+00,2.041024e+00,1.488805e+00,2.041024e+00,-2.224242e-06,1.488805e+00,2.041024e+00,1.488805e+00,2.041024e+00,1.488805e+00,2.041024e+00
8.030000e-11,1.489076e+00,2.041269e+00,1.489076e+00,2.041269e+00,-2.223227e-06,1.489076e+00,2.041269e+00,1.489076e+00,2.041269e+00,1.489076e+00,2.041269e+00
8.040000e-11,1.489347e+00,2.041514e+00,1.489347e+00,2.041514e+00,-2.222224e-06,1.489347e+00,2.041514e+00,1.489347e+00,2.041514e+00,1.489347e+00,2.041514e+00
8.050000e-11,1.489619e+00,2.041759e+00,1.489619e+00,2.041759e+00,-2.221232e-06,1.489619e+00,2.041760e+00,1.489619e+00,2.041759e+00,1.489619e+00,2.041759e+00
8.060000e-11,1.489890e+00,2.042005e+00,1.489890e+00,2.042005e+00,-2.220251e-06,1.489890e+00,2.042005e+00,1.489890e+00,2.042005e+00,1.489890e+00,2.042005e+00
8.070000e-11,1.490161e+00,2.042250e+00,1.490161e+00,2.042250e+00,-2.219282e-06,1.490161e+00,2.042250e+00,1.490161e+00,2.042250e+00,1.490161e+00,2.042250e+00
8.080000e-11,1.490433e+00,2.042496e+00,1.490433e+00,2.042496e+00,-2.218323e-06,1.490433e+00,2.042496e+00,1.490433e+00,2.042496e+00,1.490433e+00,2.042496e+00
8.090000e-11,1.490705e+00,2.042741e+00,1.490705e+00,2.042741e+00,-2.217376e-06,1.490705e+00,2.042741e+00,1.490705e+00,2.042741e+00,1.490705e+00,2.042741e+00
8.100000e-11,1.490976e+00,2.042986e+00,1.490976e+00,2.042986e+00,-2.216440e-06,1.490976e+00,2.042986e+00,1.490976e+00,2.042986e+00,1.490976e+00,2.042986e+00
8.110000e-11,1.491248e+00,2.043232e+00,1.491248e+00,2.043232e+00,-2.215515e-06,1.491248e+00,2.043232e+00,1.491248e+00,2.043232e+00,1.491248e+00,2.043232e+00
