time,"P(B1|X1|X1|X35)","P(B2|X1|X1|X35)","P(B1|X2|X20|X35)","P(B2|X2|X20|X35)","V(R1)","P(B1|X1|X2|X2)","P(B2|X1|X2|X2)","P(B1|X2|X6|X7)","P(B2|X2|X6|X7)","P(B1|X1|X1|X5)","P(B2|X1|X1|X5)"
1.032600e-09,7.831826e+00,8.377502e+00,7.831814e+00,8.377491e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.470152e+00,3.972786e+00,7.831802e+00,8.377480e+00
1.032700e-09,7.831826e+00,8.377502e+00,7.831814e+00,8.377491e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.485351e+00,3.984585e+00,7.831802e+00,8.377481e+00
1.032800e-09,7.831826e+00,8.377502e+00,7.831814e+00,8.377491e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.500376e+00,3.996324e+00,7.831802e+00,8.377481e+00
1.032900e-09,7.831826e+00,8.377502e+00,7.831814e+00,8.377491e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.515250e+00,4.008019e+00,7.831803e+00,8.377481e+00
1.033000e-09,7.831826e+00,8.377502e+00,7.831815e+00,8.377492e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.529992e+00,4.019682e+00,7.831803e+00,8.377482e+00
1.033100e-09,7.831826e+00,8.377502e+00,7.831815e+00,8.377492e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.544613e+00,4.031323e+00,7.831804e+00,8.377482e+00
1.033200e-09,7.831826e+00,8.377502e+00,7.831815e+00,8.377492e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.559122e+00,4.042945e+00,7.831804e+00,8.377483e+00
1.033300e-09,7.831826e+00,8.377502e+00,7.831815e+00,8.377492e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.573520e+00,4.054549e+00,7.831805e+00,8.377483e+00
1.033400e-09,7.831826e+00,8.377502e+00,7.831815e+00,8.377492e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.587805e+00,4.066134e+00,7.831805e+00,8.377483e+00
1.033500e-09,7.831826e+00,8.377502e+00,7.831816e+00,8.377493e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.601971e+00,4.077693e+00,7.831805e+00,8.377484e+00
1.033600e-09,7.831826e+00,8.377502e+00,7.831816e+00,8.377493e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.616007e+00,4.089217e+00,7.831806e+00,8.377484e+00
1.033700e-09,7.831826e+00,8.377502e+00,7.831816e+00,8.377493e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.629901e+00,4.100696e+00,7.831806e+00,8.377484e+00
1.033800e-09,7.831826e+00,8.377502e+00,7.831816e+00,8.377493e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.643636e+00,4.112115e+00,7.831806e+00,8.377484e+00
1.033900e-09,7.831826e+00,8.377502e+00,7.831816e+00,8.377493e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.657194e+00,4.123458e+00,7.831807e+00,8.377485e+00
1.034000e-09,7.831826e+00,8.377502e+00,7.831817e+00,8.377493e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.670556e+00,4.134707e+00,7.831807e+00,8.377485e+00
1.034100e-09,7.831826e+00,8.377502e+00,7.831817e+00,8.377493e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.683702e+00,4.145845e+00,7.831807e+00,8.377485e+00
1.034200e-09,7.831826e+00,8.377502e+00,7.831817e+00,8.377494e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.696611e+00,4.156851e+00,7.831808e+00,8.377486e+00
1.034300e-09,7.831826e+00,8.377502e+00,7.831817e+00,8.377494e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.709263e+00,4.167706e+00,7.831808e+00,8.377486e+00
1.034400e-09,7.831826e+00,8.377502e+00,7.831817e+00,8.377494e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.721638e+00,4.178391e+00,7.831808e+00,8.377486e+00
1.034500e-09,7.831826e+00,8.377502e+00,7.831817e+00,8.377494e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.733719e+00,4.188885e+00,7.831809e+00,8.377486e+00
1.034600e-09,7.831826e+00,8.377502e+00,7.831817e+00,8.377494e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.745490e+00,4.199173e+00,7.831809e+00,8.377487e+00
1.034700e-09,7.831826e+00,8.377502e+00,7.831818e+00,8.377494e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.756935e+00,4.209236e+00,7.831809e+00,8.377487e+00
1.034800e-09,7.831826e+00,8.377502e+00,7.831818e+00,8.377494e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.768043e+00,4.219060e+00,7.831810e+00,8.377487e+00
1.034900e-09,7.831826e+00,8.377502e+00,7.831818e+00,8.377495e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.778804e+00,4.228634e+00,7.831810e+00,8.377488e+00
1.035000e-09,7.831826e+00,8.377502e+00,7.831818e+00,8.377495e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.789213e+00,4.237945e+00,7.831810e+00,8.377488e+00
1.035100e-09,7.831826e+00,8.377502e+00,7.831818e+00,8.377495e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.799266e+00,4.246988e+00,7.831811e+00,8.377488e+00
1.035200e-09,7.831826e+00,8.377502e+00,7.831818e+00,8.377495e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.808963e+00,4.255756e+00,7.831811e+00,8.377488e+00
1.035300e-09,7.831826e+00,8.377502e+00,7.831819e+00,8.377495e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.818306e+00,4.264248e+00,7.831811e+00,8.377489e+00
1.035400e-09,7.831826e+00,8.377502e+00,7.831819e+00,8.377495e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.827301e+00,4.272465e+00,7.831811e+00,8.377489e+00
1.035500e-09,7.831826e+00,8.377502e+00,7.831819e+00,8.377495e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.835958e+00,4.280411e+00,7.831812e+00,8.377489e+00
1.035600e-09,7.831826e+00,8.377502e+00,7.831819e+00,8.377495e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.844287e+00,4.288091e+00,7.831812e+00,8.377489e+00
1.035700e-09,7.831826e+00,8.377502e+00,7.831819e+00,8.377496e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.852303e+00,4.295515e+00,7.831812e+00,8.377490e+00
1.035800e-09,7.831826e+00,8.377502e+00,7.831819e+00,8.377496e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.860021e+00,4.302694e+00,7.831813e+00,8.377490e+00
1.035900e-09,7.831826e+00,8.377502e+00,7.831819e+00,8.377496e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.867459e+00,4.309640e+00,7.831813e+00,8.377490e+00
1.036000e-09,7.831826e+00,8.377502e+00,7.831819e+00,8.377496e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.874636e+00,4.316369e+00,7.831813e+00,8.377490e+00
1.036100e-09,7.831826e+00,8.377502e+00,7.831820e+00,8.377496e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.881573e+00,4.322896e+00,7.831813e+00,8.377491e+00
1.036200e-09,7.831826e+00,8.377502e+00,7.831820e+00,8.377496e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.888290e+00,4.329240e+00,7.831814e+00,8.377491e+00
1.036300e-09,7.831826e+00,8.377502e+00,7.831820e+00,8.377496e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.894808e+00,4.335416e+00,7.831814e+00,8.377491e+00
1.036400e-09,7.831826e+00,8.377502e+00,7.831820e+00,8.377496e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.901149e+00,4.341445e+00,7.831814e+00,8.377491e+00
1.036500e-09,7.831826e+00,8.377502e+00,7.831820e+00,8.377496e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.907332e+00,4.347342e+00,7.831814e+00,8.377491e+00
1.036600e-09,7.831826e+00,8.377502e+00,7.831820e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.913377e+00,4.353126e+00,7.831815e+00,8.377492e+00
1.036700e-09,7.831826e+00,8.377502e+00,7.831820e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.919304e+00,4.358813e+00,7.831815e+00,8.377492e+00
1.036800e-09,7.831826e+00,8.377502e+00,7.831820e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.925128e+00,4.364418e+00,7.831815e+00,8.377492e+00
1.036900e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.930865e+00,4.369955e+00,7.831815e+00,8.377492e+00
1.037000e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.936528e+00,4.375436e+00,7.831816e+00,8.377492e+00
1.037100e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.942129e+00,4.380872e+00,7.831816e+00,8.377493e+00
1.037200e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.947678e+00,4.386272e+00,7.831816e+00,8.377493e+00
1.037300e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.953181e+00,4.391643e+00,7.831816e+00,8.377493e+00
1.037400e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.958644e+00,4.396988e+00,7.831816e+00,8.377493e+00
1.037500e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377497e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.964070e+00,4.402312e+00,7.831816e+00,8.377493e+00
1.037600e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.969459e+00,4.407614e+00,7.831817e+00,8.377493e+00
1.037700e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.974812e+00,4.412895e+00,7.831817e+00,8.377494e+00
1.037800e-09,7.831826e+00,8.377502e+00,7.831821e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.980125e+00,4.418151e+00,7.831817e+00,8.377494e+00
1.037900e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.985395e+00,4.423380e+00,7.831817e+00,8.377494e+00
1.038000e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.990617e+00,4.428574e+00,7.831817e+00,8.377494e+00
1.038100e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,4.995784e+00,4.433729e+00,7.831817e+00,8.377494e+00
1.038200e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.000890e+00,4.438837e+00,7.831818e+00,8.377494e+00
1.038300e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.005926e+00,4.443889e+00,7.831818e+00,8.377494e+00
1.038400e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.010885e+00,4.448878e+00,7.831818e+00,8.377495e+00
1.038500e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.015759e+00,4.453795e+00,7.831818e+00,8.377495e+00
1.038600e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.020540e+00,4.458632e+00,7.831818e+00,8.377495e+00
1.038700e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.025220e+00,4.463379e+00,7.831818e+00,8.377495e+00
1.038800e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.029793e+00,4.468029e+00,7.831818e+00,8.377495e+00
1.038900e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.034251e+00,4.472576e+00,7.831819e+00,8.377495e+00
1.039000e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377498e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.038591e+00,4.477012e+00,7.831819e+00,8.377495e+00
1.039100e-09,7.831826e+00,8.377502e+00,7.831822e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.042806e+00,4.481332e+00,7.831819e+00,8.377495e+00
1.039200e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.046894e+00,4.485532e+00,7.831819e+00,8.377495e+00
1.039300e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.050853e+00,4.489608e+00,7.831819e+00,8.377496e+00
1.039400e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.054682e+00,4.493559e+00,7.831819e+00,8.377496e+00
1.039500e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.058380e+00,4.497384e+00,7.831819e+00,8.377496e+00
1.039600e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.061950e+00,4.501083e+00,7.831820e+00,8.377496e+00
1.039700e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.065394e+00,4.504659e+00,7.831820e+00,8.377496e+00
1.039800e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.068715e+00,4.508113e+00,7.831820e+00,8.377496e+00
1.039900e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.071918e+00,4.511450e+00,7.831820e+00,8.377496e+00
1.040000e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.075009e+00,4.514675e+00,7.831820e+00,8.377496e+00
1.040100e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.077993e+00,4.517795e+00,7.831820e+00,8.377496e+00
1.040200e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.080879e+00,4.520815e+00,7.831820e+00,8.377497e+00
1.040300e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.083673e+00,4.523743e+00,7.831820e+00,8.377497e+00
1.040400e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.086383e+00,4.526587e+00,7.831820e+00,8.377497e+00
1.040500e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.089017e+00,4.529354e+00,7.831821e+00,8.377497e+00
1.040600e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.091583e+00,4.532054e+00,7.831821e+00,8.377497e+00
1.040700e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.094090e+00,4.534694e+00,7.831821e+00,8.377497e+00
1.040800e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.096544e+00,4.537282e+00,7.831821e+00,8.377497e+00
1.040900e-09,7.831826e+00,8.377502e+00,7.831823e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.098954e+00,4.539826e+00,7.831821e+00,8.377497e+00
1.041000e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377499e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.101326e+00,4.542333e+00,7.831821e+00,8.377497e+00
1.041100e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.103667e+00,4.544809e+00,7.831821e+00,8.377497e+00
1.041200e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.105983e+00,4.547261e+00,7.831821e+00,8.377498e+00
1.041300e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.108277e+00,4.549694e+00,7.831821e+00,8.377498e+00
1.041400e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.110555e+00,4.552113e+00,7.831821e+00,8.377498e+00
1.041500e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.112820e+00,4.554520e+00,7.831822e+00,8.377498e+00
1.041600e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.115074e+00,4.556919e+00,7.831822e+00,8.377498e+00
1.041700e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.117318e+00,4.559311e+00,7.831822e+00,8.377498e+00
1.041800e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.119555e+00,4.561697e+00,7.831822e+00,8.377498e+00
1.041900e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.121783e+00,4.564078e+00,7.831822e+00,8.377498e+00
1.042000e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.124002e+00,4.566452e+00,7.831822e+00,8.377498e+00
1.042100e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.126211e+00,4.568818e+00,7.831822e+00,8.377498e+00
1.042200e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.128407e+00,4.571175e+00,7.831822e+00,8.377498e+00
1.042300e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.130588e+00,4.573519e+00,7.831822e+00,8.377498e+00
1.042400e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.132752e+00,4.575846e+00,7.831822e+00,8.377498e+00
1.042500e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.134895e+00,4.578155e+00,7.831822e+00,8.377498e+00
1.042600e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.137013e+00,4.580440e+00,7.831822e+00,8.377498e+00
1.042700e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.139103e+00,4.582699e+00,7.831822e+00,8.377499e+00
1.042800e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.141162e+00,4.584926e+00,7.831823e+00,8.377499e+00
1.042900e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.143185e+00,4.587118e+00,7.831823e+00,8.377499e+00
1.043000e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.145169e+00,4.589271e+00,7.831823e+00,8.377499e+00
1.043100e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.147112e+00,4.591381e+00,7.831823e+00,8.377499e+00
1.043200e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.149009e+00,4.593444e+00,7.831823e+00,8.377499e+00
1.043300e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.150859e+00,4.595459e+00,7.831823e+00,8.377499e+00
1.043400e-09,7.831826e+00,8.377502e+00,7.831824e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.152660e+00,4.597422e+00,7.831823e+00,8.377499e+00
1.043500e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.154409e+00,4.599331e+00,7.831823e+00,8.377499e+00
1.043600e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.156106e+00,4.601185e+00,7.831823e+00,8.377499e+00
1.043700e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.157750e+00,4.602982e+00,7.831823e+00,8.377499e+00
1.043800e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.159340e+00,4.604723e+00,7.831823e+00,8.377499e+00
1.043900e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.160877e+00,4.606406e+00,7.831823e+00,8.377499e+00
1.044000e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.162362e+00,4.608033e+00,7.831823e+00,8.377499e+00
1.044100e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377500e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.163795e+00,4.609606e+00,7.831823e+00,8.377499e+00
1.044200e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.165179e+00,4.611124e+00,7.831823e+00,8.377499e+00
1.044300e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.166515e+00,4.612592e+00,7.831823e+00,8.377499e+00
1.044400e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.167806e+00,4.614011e+00,7.831823e+00,8.377499e+00
1.044500e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.169055e+00,4.615383e+00,7.831824e+00,8.377499e+00
1.044600e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.170264e+00,4.616713e+00,7.831824e+00,8.377500e+00
1.044700e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.171436e+00,4.618003e+00,7.831824e+00,8.377500e+00
1.044800e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.172576e+00,4.619256e+00,7.831824e+00,8.377500e+00
1.044900e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.173685e+00,4.620477e+00,7.831824e+00,8.377500e+00
1.045000e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.174767e+00,4.621669e+00,7.831824e+00,8.377500e+00
1.045100e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.175826e+00,4.622835e+00,7.831824e+00,8.377500e+00
1.045200e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.176864e+00,4.623979e+00,7.831824e+00,8.377500e+00
1.045300e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.177884e+00,4.625103e+00,7.831824e+00,8.377500e+00
1.045400e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.178889e+00,4.626211e+00,7.831824e+00,8.377500e+00
1.045500e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.179881e+00,4.627306e+00,7.831824e+00,8.377500e+00
1.045600e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.180862e+00,4.628389e+00,7.831824e+00,8.377500e+00
1.045700e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.181835e+00,4.629463e+00,7.831824e+00,8.377500e+00
1.045800e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.182800e+00,4.630529e+00,7.831824e+00,8.377500e+00
1.045900e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.183758e+00,4.631589e+00,7.831824e+00,8.377500e+00
1.046000e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.184711e+00,4.632643e+00,7.831824e+00,8.377500e+00
1.046100e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.185659e+00,4.633692e+00,7.831824e+00,8.377500e+00
1.046200e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.186601e+00,4.634736e+00,7.831824e+00,8.377500e+00
1.046300e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.187539e+00,4.635776e+00,7.831824e+00,8.377500e+00
1.046400e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.188471e+00,4.636810e+00,7.831824e+00,8.377500e+00
1.046500e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.189396e+00,4.637838e+00,7.831824e+00,8.377500e+00
1.046600e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.190314e+00,4.638858e+00,7.831824e+00,8.377500e+00
1.046700e-09,7.831826e+00,8.377502e+00,7.831825e+00,8.377501e+00,-1.096143e-18,7.831826e+00,8.377502e+00,5.191224e+00,4.639870e+00,7.831824e+00,8.377500e+00
