time,"P(B1|X1|X32)","P(B1|X1|X43)","P(B1|X1|X42)","V(B1|X1|X32)","V(B1|X1|X43)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-13,1.905123e-06,1.905123e-06,1.905123e-06,9.404812e-09,9.404812e-09
2.000000e-13,1.029186e-05,1.029186e-05,1.029186e-05,3.826693e-08,3.826693e-08
3.000000e-13,3.180267e-05,3.180267e-05,3.180267e-05,9.238940e-08,9.238940e-08
4.000000e-13,7.391495e-05,7.391495e-05,7.391495e-05,1.724944e-07,1.724944e-07
5.000000e-13,1.437231e-04,1.437231e-04,1.437231e-04,2.753174e-07,2.753174e-07
6.000000e-13,2.470407e-04,2.470407e-04,2.470407e-04,3.951650e-07,3.951650e-07
7.000000e-13,3.878872e-04,3.878872e-04,3.878872e-04,5.252892e-07,5.252892e-07
8.000000e-13,5.683077e-04,5.683077e-04,5.683077e-04,6.588947e-07,6.588947e-07
9.000000e-13,7.884359e-04,7.884359e-04,7.884359e-04,7.897953e-07,7.897953e-07
1.000000e-12,1.046715e-03,1.046715e-03,1.046715e-03,9.127925e-07,9.127925e-07
1.100000e-12,1.340210e-03,1.340210e-03,1.340210e-03,1.023854e-06,1.023854e-06
1.200000e-12,1.664949e-03,1.664949e-03,1.664949e-03,1.120152e-06,1.120152e-06
1.300000e-12,2.016280e-03,2.016280e-03,2.016280e-03,1.200009e-06,1.200009e-06
1.400000e-12,2.389192e-03,2.389192e-03,2.389192e-03,1.262787e-06,1.262787e-06
1.500000e-12,2.778604e-03,2.778604e-03,2.778604e-03,1.308732e-06,1.308732e-06
1.600000e-12,3.179610e-03,3.179610e-03,3.179610e-03,1.338812e-06,1.338812e-06
1.700000e-12,3.587667e-03,3.587667e-03,3.587667e-03,1.354539e-06,1.354539e-06
1.800000e-12,3.998735e-03,3.998735e-03,3.998735e-03,1.357807e-06,1.357807e-06
1.900000e-12,4.409375e-03,4.409375e-03,4.409375e-03,1.350733e-06,1.350733e-06
2.000000e-12,4.816789e-03,4.816789e-03,4.816789e-03,1.335520e-06,1.335520e-06
2.100000e-12,5.218840e-03,5.218840e-03,5.218840e-03,1.314344e-06,1.314344e-06
2.200000e-12,5.614020e-03,5.614020e-03,5.614020e-03,1.289256e-06,1.289256e-06
2.300000e-12,6.001412e-03,6.001412e-03,6.001412e-03,1.262115e-06,1.262115e-06
2.400000e-12,6.380620e-03,6.380620e-03,6.380620e-03,1.234532e-06,1.234532e-06
2.500000e-12,6.751696e-03,6.751696e-03,6.751696e-03,1.207849e-06,1.207849e-06
2.600000e-12,7.115052e-03,7.115052e-03,7.115052e-03,1.183121e-06,1.183121e-06
2.700000e-12,7.471377e-03,7.471377e-03,7.471377e-03,1.161122e-06,1.161122e-06
2.800000e-12,7.821559e-03,7.821559e-03,7.821559e-03,1.142360e-06,1.142360e-06
2.900000e-12,8.166603e-03,8.166603e-03,8.166603e-03,1.127105e-06,1.127105e-06
3.000000e-12,8.507567e-03,8.507567e-03,8.507567e-03,1.115416e-06,1.115416e-06
3.100000e-12,8.845501e-03,8.845501e-03,8.845501e-03,1.107177e-06,1.107177e-06
3.200000e-12,9.181404e-03,9.181404e-03,9.181404e-03,1.102138e-06,1.102138e-06
3.300000e-12,9.516187e-03,9.516187e-03,9.516187e-03,1.099947e-06,1.099947e-06
3.400000e-12,9.850646e-03,9.850646e-03,9.850646e-03,1.100187e-06,1.100187e-06
3.500000e-12,1.018544e-02,1.018544e-02,1.018544e-02,1.102403e-06,1.102403e-06
3.600000e-12,1.052111e-02,1.052111e-02,1.052111e-02,1.106136e-06,1.106136e-06
3.700000e-12,1.085804e-02,1.085804e-02,1.085804e-02,1.110938e-06,1.110938e-06
3.800000e-12,1.119650e-02,1.119650e-02,1.119650e-02,1.116396e-06,1.116396e-06
3.900000e-12,1.153663e-02,1.153663e-02,1.153663e-02,1.122142e-06,1.122142e-06
4.000000e-12,1.187848e-02,1.187848e-02,1.187848e-02,1.127860e-06,1.127860e-06
4.100000e-12,1.222200e-02,1.222200e-02,1.222200e-02,1.133295e-06,1.133295e-06
4.200000e-12,1.256708e-02,1.256708e-02,1.256708e-02,1.138250e-06,1.138250e-06
4.300000e-12,1.291356e-02,1.291356e-02,1.291356e-02,1.142585e-06,1.142585e-06
4.400000e-12,1.326124e-02,1.326124e-02,1.326124e-02,1.146217e-06,1.146217e-06
4.500000e-12,1.360991e-02,1.360991e-02,1.360991e-02,1.149107e-06,1.149107e-06
4.600000e-12,1.395934e-02,1.395934e-02,1.395934e-02,1.151259e-06,1.151259e-06
4.700000e-12,1.430932e-02,1.430932e-02,1.430932e-02,1.152710e-06,1.152710e-06
4.800000e-12,1.465964e-02,1.465964e-02,1.465964e-02,1.153520e-06,1.153520e-06
4.900000e-12,1.501014e-02,1.501014e-02,1.501014e-02,1.153769e-06,1.153769e-06
5.000000e-12,1.536064e-02,1.536064e-02,1.536064e-02,1.153550e-06,1.153550e-06
5.100000e-12,1.571103e-02,1.571103e-02,1.571103e-02,1.152957e-06,1.152957e-06
5.200000e-12,1.606120e-02,1.606120e-02,1.606120e-02,1.152085e-06,1.152085e-06
5.300000e-12,1.641109e-02,1.641109e-02,1.641109e-02,1.151026e-06,1.151026e-06
5.400000e-12,1.676065e-02,1.676065e-02,1.676065e-02,1.149863e-06,1.149863e-06
5.500000e-12,1.710985e-02,1.710985e-02,1.710985e-02,1.148667e-06,1.148667e-06
5.600000e-12,1.745870e-02,1.745870e-02,1.745870e-02,1.147500e-06,1.147500e-06
5.700000e-12,1.780721e-02,1.780721e-02,1.780721e-02,1.146410e-06,1.146410e-06
5.800000e-12,1.815541e-02,1.815541e-02,1.815541e-02,1.145433e-06,1.145433e-06
5.900000e-12,1.850333e-02,1.850333e-02,1.850333e-02,1.144593e-06,1.144593e-06
6.000000e-12,1.885103e-02,1.885103e-02,1.885103e-02,1.143904e-06,1.143904e-06
6.100000e-12,1.919854e-02,1.919854e-02,1.919854e-02,1.143371e-06,1.143371e-06
6.200000e-12,1.954591e-02,1.954591e-02,1.954591e-02,1.142989e-06,1.142989e-06
6.300000e-12,1.989318e-02,1.989318e-02,1.989318e-02,1.142749e-06,1.142749e-06
6.400000e-12,2.024041e-02,2.024041e-02,2.024041e-02,1.142636e-06,1.142636e-06
6.500000e-12,2.058761e-02,2.058761e-02,2.058761e-02,1.142633e-06,1.142633e-06
6.600000e-12,2.093482e-02,2.093482e-02,2.093482e-02,1.142720e-06,1.142720e-06
6.700000e-12,2.128207e-02,2.128207e-02,2.128207e-02,1.142878e-06,1.142878e-06
6.800000e-12,2.162937e-02,2.162937e-02,2.162937e-02,1.143086e-06,1.143086e-06
6.900000e-12,2.197675e-02,2.197675e-02,2.197675e-02,1.143327e-06,1.143327e-06
7.000000e-12,2.232419e-02,2.232419e-02,2.232419e-02,1.143583e-06,1.143583e-06
7.100000e-12,2.267171e-02,2.267171e-02,2.267171e-02,1.143841e-06,1.143841e-06
7.200000e-12,2.301931e-02,2.301931e-02,2.301931e-02,1.144089e-06,1.144089e-06
7.300000e-12,2.336698e-02,2.336698e-02,2.336698e-02,1.144318e-06,1.144318e-06
7.400000e-12,2.371471e-02,2.371471e-02,2.371471e-02,1.144522e-06,1.144522e-06
7.500000e-12,2.406250e-02,2.406250e-02,2.406250e-02,1.144696e-06,1.144696e-06
7.600000e-12,2.441034e-02,2.441034e-02,2.441034e-02,1.144837e-06,1.144837e-06
7.700000e-12,2.475822e-02,2.475822e-02,2.475822e-02,1.144947e-06,1.144947e-06
7.800000e-12,2.510613e-02,2.510613e-02,2.510613e-02,1.145026e-06,1.145026e-06
7.900000e-12,2.545405e-02,2.545405e-02,2.545405e-02,1.145076e-06,1.145076e-06
8.000000e-12,2.580199e-02,2.580199e-02,2.580199e-02,1.145102e-06,1.145102e-06
8.100000e-12,2.614993e-02,2.614993e-02,2.614993e-02,1.145106e-06,1.145106e-06
8.200000e-12,2.649787e-02,2.649787e-02,2.649787e-02,1.145093e-06,1.145093e-06
8.300000e-12,2.684581e-02,2.684581e-02,2.684581e-02,1.145067e-06,1.145067e-06
8.400000e-12,2.719373e-02,2.719373e-02,2.719373e-02,1.145032e-06,1.145032e-06
8.500000e-12,2.754165e-02,2.754165e-02,2.754165e-02,1.144992e-06,1.144992e-06
8.600000e-12,2.788955e-02,2.788955e-02,2.788955e-02,1.144950e-06,1.144950e-06
8.700000e-12,2.823744e-02,2.823744e-02,2.823744e-02,1.144909e-06,1.144909e-06
8.800000e-12,2.858532e-02,2.858532e-02,2.858532e-02,1.144871e-06,1.144871e-06
8.900000e-12,2.893319e-02,2.893319e-02,2.893319e-02,1.144838e-06,1.144838e-06
9.000000e-12,2.928105e-02,2.928105e-02,2.928105e-02,1.144811e-06,1.144811e-06
9.100000e-12,2.962890e-02,2.962890e-02,2.962890e-02,1.144790e-06,1.144790e-06
9.200000e-12,2.997675e-02,2.997675e-02,2.997675e-02,1.144776e-06,1.144776e-06
9.300000e-12,3.032459e-02,3.032459e-02,3.032459e-02,1.144769e-06,1.144769e-06
9.400000e-12,3.067243e-02,3.067243e-02,3.067243e-02,1.144769e-06,1.144769e-06
9.500000e-12,3.102028e-02,3.102028e-02,3.102028e-02,1.144774e-06,1.144774e-06
9.600000e-12,3.136812e-02,3.136812e-02,3.136812e-02,1.144785e-06,1.144785e-06
9.700000e-12,3.171597e-02,3.171597e-02,3.171597e-02,1.144799e-06,1.144799e-06
9.800000e-12,3.206383e-02,3.206383e-02,3.206383e-02,1.144818e-06,1.144818e-06
9.900000e-12,3.241169e-02,3.241169e-02,3.241169e-02,1.144838e-06,1.144838e-06
1.000000e-11,3.275955e-02,3.275955e-02,3.275955e-02,1.144861e-06,1.144861e-06
1.010000e-11,3.310743e-02,3.310743e-02,3.310743e-02,1.144884e-06,1.144884e-06
1.020000e-11,3.345531e-02,3.345531e-02,3.345531e-02,1.144908e-06,1.144908e-06
1.030000e-11,3.380320e-02,3.380320e-02,3.380320e-02,1.144931e-06,1.144931e-06
1.040000e-11,3.415109e-02,3.415109e-02,3.415109e-02,1.144954e-06,1.144954e-06
1.050000e-11,3.449899e-02,3.449899e-02,3.449899e-02,1.144976e-06,1.144976e-06
1.060000e-11,3.484690e-02,3.484690e-02,3.484690e-02,1.144996e-06,1.144996e-06
1.070000e-11,3.519481e-02,3.519481e-02,3.519481e-02,1.145016e-06,1.145016e-06
1.080000e-11,3.554273e-02,3.554273e-02,3.554273e-02,1.145034e-06,1.145034e-06
1.090000e-11,3.589066e-02,3.589066e-02,3.589066e-02,1.145051e-06,1.145051e-06
1.100000e-11,3.623859e-02,3.623859e-02,3.623859e-02,1.145067e-06,1.145067e-06
1.110000e-11,3.658652e-02,3.658652e-02,3.658652e-02,1.145081e-06,1.145081e-06
1.120000e-11,3.693446e-02,3.693446e-02,3.693446e-02,1.145095e-06,1.145095e-06
1.130000e-11,3.728241e-02,3.728241e-02,3.728241e-02,1.145109e-06,1.145109e-06
1.140000e-11,3.763035e-02,3.763035e-02,3.763035e-02,1.145122e-06,1.145122e-06
1.150000e-11,3.797830e-02,3.797830e-02,3.797830e-02,1.145134e-06,1.145134e-06
1.160000e-11,3.832626e-02,3.832626e-02,3.832626e-02,1.145147e-06,1.145147e-06
1.170000e-11,3.867422e-02,3.867422e-02,3.867422e-02,1.145159e-06,1.145159e-06
1.180000e-11,3.902218e-02,3.902218e-02,3.902218e-02,1.145172e-06,1.145172e-06
1.190000e-11,3.937015e-02,3.937015e-02,3.937015e-02,1.145185e-06,1.145185e-06
1.200000e-11,3.971812e-02,3.971812e-02,3.971812e-02,1.145198e-06,1.145198e-06
1.210000e-11,4.006609e-02,4.006609e-02,4.006609e-02,1.145212e-06,1.145212e-06
1.220000e-11,4.041407e-02,4.041407e-02,4.041407e-02,1.145226e-06,1.145226e-06
1.230000e-11,4.076205e-02,4.076205e-02,4.076205e-02,1.145240e-06,1.145240e-06
1.240000e-11,4.111004e-02,4.111004e-02,4.111004e-02,1.145255e-06,1.145255e-06
1.250000e-11,4.145803e-02,4.145803e-02,4.145803e-02,1.145270e-06,1.145270e-06
1.260000e-11,4.180603e-02,4.180603e-02,4.180603e-02,1.145286e-06,1.145286e-06
1.270000e-11,4.215403e-02,4.215403e-02,4.215403e-02,1.145302e-06,1.145302e-06
1.280000e-11,4.250204e-02,4.250204e-02,4.250204e-02,1.145319e-06,1.145319e-06
1.290000e-11,4.285005e-02,4.285005e-02,4.285005e-02,1.145335e-06,1.145335e-06
1.300000e-11,4.319807e-02,4.319807e-02,4.319807e-02,1.145352e-06,1.145352e-06
1.310000e-11,4.354609e-02,4.354609e-02,4.354609e-02,1.145369e-06,1.145369e-06
1.320000e-11,4.389412e-02,4.389412e-02,4.389412e-02,1.145387e-06,1.145387e-06
1.330000e-11,4.424215e-02,4.424215e-02,4.424215e-02,1.145404e-06,1.145404e-06
1.340000e-11,4.459019e-02,4.459019e-02,4.459019e-02,1.145422e-06,1.145422e-06
1.350000e-11,4.493823e-02,4.493823e-02,4.493823e-02,1.145439e-06,1.145439e-06
1.360000e-11,4.528628e-02,4.528628e-02,4.528628e-02,1.145457e-06,1.145457e-06
1.370000e-11,4.563433e-02,4.563433e-02,4.563433e-02,1.145475e-06,1.145475e-06
1.380000e-11,4.598239e-02,4.598239e-02,4.598239e-02,1.145493e-06,1.145493e-06
1.390000e-11,4.633045e-02,4.633045e-02,4.633045e-02,1.145511e-06,1.145511e-06
1.400000e-11,4.667853e-02,4.667853e-02,4.667853e-02,1.145529e-06,1.145529e-06
1.410000e-11,4.702660e-02,4.702660e-02,4.702660e-02,1.145547e-06,1.145547e-06
1.420000e-11,4.737468e-02,4.737468e-02,4.737468e-02,1.145566e-06,1.145566e-06
1.430000e-11,4.772277e-02,4.772277e-02,4.772277e-02,1.145584e-06,1.145584e-06
1.440000e-11,4.807086e-02,4.807086e-02,4.807086e-02,1.145603e-06,1.145603e-06
1.450000e-11,4.841896e-02,4.841896e-02,4.841896e-02,1.145621e-06,1.145621e-06
1.460000e-11,4.876706e-02,4.876706e-02,4.876706e-02,1.145640e-06,1.145640e-06
1.470000e-11,4.911517e-02,4.911517e-02,4.911517e-02,1.145659e-06,1.145659e-06
1.490000e-11,4.981141e-02,4.981141e-02,4.981141e-02,1.145697e-06,1.145697e-06
1.500000e-11,5.015954e-02,5.015954e-02,5.015954e-02,1.145716e-06,1.145716e-06
1.510000e-11,5.050767e-02,5.050767e-02,5.050767e-02,1.145736e-06,1.145736e-06
1.520000e-11,5.085581e-02,5.085581e-02,5.085581e-02,1.145755e-06,1.145755e-06
1.530000e-11,5.120395e-02,5.120395e-02,5.120395e-02,1.145775e-06,1.145775e-06
1.540000e-11,5.155210e-02,5.155210e-02,5.155210e-02,1.145795e-06,1.145795e-06
1.550000e-11,5.190026e-02,5.190026e-02,5.190026e-02,1.145815e-06,1.145815e-06
1.560000e-11,5.224842e-02,5.224842e-02,5.224842e-02,1.145835e-06,1.145835e-06
1.570000e-11,5.259659e-02,5.259659e-02,5.259659e-02,1.145856e-06,1.145856e-06
1.580000e-11,5.294477e-02,5.294477e-02,5.294477e-02,1.145876e-06,1.145876e-06
1.590000e-11,5.329295e-02,5.329295e-02,5.329295e-02,1.145897e-06,1.145897e-06
1.600000e-11,5.364114e-02,5.364114e-02,5.364114e-02,1.145917e-06,1.145917e-06
1.610000e-11,5.398933e-02,5.398933e-02,5.398933e-02,1.145938e-06,1.145938e-06
1.620000e-11,5.433753e-02,5.433753e-02,5.433753e-02,1.145959e-06,1.145959e-06
1.630000e-11,5.468574e-02,5.468574e-02,5.468574e-02,1.145981e-06,1.145981e-06
1.640000e-11,5.503395e-02,5.503395e-02,5.503395e-02,1.146002e-06,1.146002e-06
1.650000e-11,5.538217e-02,5.538217e-02,5.538217e-02,1.146024e-06,1.146024e-06
1.660000e-11,5.573040e-02,5.573040e-02,5.573040e-02,1.146045e-06,1.146045e-06
1.670000e-11,5.607863e-02,5.607863e-02,5.607863e-02,1.146067e-06,1.146067e-06
1.680000e-11,5.642687e-02,5.642687e-02,5.642687e-02,1.146089e-06,1.146089e-06
1.690000e-11,5.677512e-02,5.677512e-02,5.677512e-02,1.146111e-06,1.146111e-06
1.700000e-11,5.712337e-02,5.712337e-02,5.712337e-02,1.146133e-06,1.146133e-06
1.710000e-11,5.747163e-02,5.747163e-02,5.747163e-02,1.146155e-06,1.146155e-06
1.720000e-11,5.781990e-02,5.781990e-02,5.781990e-02,1.146178e-06,1.146178e-06
1.730000e-11,5.816817e-02,5.816817e-02,5.816817e-02,1.146200e-06,1.146200e-06
1.740000e-11,5.851645e-02,5.851645e-02,5.851645e-02,1.146223e-06,1.146223e-06
1.750000e-11,5.886474e-02,5.886474e-02,5.886474e-02,1.146246e-06,1.146246e-06
1.760000e-11,5.921304e-02,5.921304e-02,5.921304e-02,1.146269e-06,1.146269e-06
1.770000e-11,5.956134e-02,5.956134e-02,5.956134e-02,1.146292e-06,1.146292e-06
1.780000e-11,5.990965e-02,5.990965e-02,5.990965e-02,1.146316e-06,1.146316e-06
1.790000e-11,6.025796e-02,6.025796e-02,6.025796e-02,1.146339e-06,1.146339e-06
1.800000e-11,6.060628e-02,6.060628e-02,6.060628e-02,1.146363e-06,1.146363e-06
1.810000e-11,6.095461e-02,6.095461e-02,6.095461e-02,1.146386e-06,1.146386e-06
1.820000e-11,6.130295e-02,6.130295e-02,6.130295e-02,1.146410e-06,1.146410e-06
1.830000e-11,6.165129e-02,6.165129e-02,6.165129e-02,1.146434e-06,1.146434e-06
1.840000e-11,6.199965e-02,6.199965e-02,6.199965e-02,1.146458e-06,1.146458e-06
1.850000e-11,6.234801e-02,6.234801e-02,6.234801e-02,1.146483e-06,1.146483e-06
1.860000e-11,6.269637e-02,6.269637e-02,6.269637e-02,1.146507e-06,1.146507e-06
1.870000e-11,6.304475e-02,6.304475e-02,6.304475e-02,1.146532e-06,1.146532e-06
1.880000e-11,6.339313e-02,6.339313e-02,6.339313e-02,1.146556e-06,1.146556e-06
1.890000e-11,6.374152e-02,6.374152e-02,6.374152e-02,1.146581e-06,1.146581e-06
1.900000e-11,6.408991e-02,6.408991e-02,6.408991e-02,1.146606e-06,1.146606e-06
1.910000e-11,6.443832e-02,6.443832e-02,6.443832e-02,1.146631e-06,1.146631e-06
1.920000e-11,6.478673e-02,6.478673e-02,6.478673e-02,1.146657e-06,1.146657e-06
1.930000e-11,6.513515e-02,6.513515e-02,6.513515e-02,1.146682e-06,1.146682e-06
1.940000e-11,6.548358e-02,6.548358e-02,6.548358e-02,1.146707e-06,1.146707e-06
1.950000e-11,6.583201e-02,6.583201e-02,6.583201e-02,1.146733e-06,1.146733e-06
1.960000e-11,6.618045e-02,6.618045e-02,6.618045e-02,1.146759e-06,1.146759e-06
1.970000e-11,6.652890e-02,6.652890e-02,6.652890e-02,1.146785e-06,1.146785e-06
1.980000e-11,6.687736e-02,6.687736e-02,6.687736e-02,1.146811e-06,1.146811e-06
1.990000e-11,6.722583e-02,6.722583e-02,6.722583e-02,1.146837e-06,1.146837e-06
2.000000e-11,6.757430e-02,6.757430e-02,6.757430e-02,1.146864e-06,1.146864e-06
2.010000e-11,6.792279e-02,6.792279e-02,6.792279e-02,1.146890e-06,1.146890e-06
2.020000e-11,6.827128e-02,6.827128e-02,6.827128e-02,1.146917e-06,1.146917e-06
2.030000e-11,6.861978e-02,6.861978e-02,6.861978e-02,1.146944e-06,1.146944e-06
2.040000e-11,6.896828e-02,6.896828e-02,6.896828e-02,1.146971e-06,1.146971e-06
2.050000e-11,6.931680e-02,6.931680e-02,6.931680e-02,1.146998e-06,1.146998e-06
2.060000e-11,6.966532e-02,6.966532e-02,6.966532e-02,1.147025e-06,1.147025e-06
2.070000e-11,7.001385e-02,7.001385e-02,7.001385e-02,1.147052e-06,1.147052e-06
2.080000e-11,7.036239e-02,7.036239e-02,7.036239e-02,1.147080e-06,1.147080e-06
2.090000e-11,7.071094e-02,7.071094e-02,7.071094e-02,1.147108e-06,1.147108e-06
2.100000e-11,7.105950e-02,7.105950e-02,7.105950e-02,1.147135e-06,1.147135e-06
2.110000e-11,7.140806e-02,7.140806e-02,7.140806e-02,1.147163e-06,1.147163e-06
2.120000e-11,7.175664e-02,7.175664e-02,7.175664e-02,1.147192e-06,1.147192e-06
2.130000e-11,7.210522e-02,7.210522e-02,7.210522e-02,1.147220e-06,1.147220e-06
2.140000e-11,7.245381e-02,7.245381e-02,7.245381e-02,1.147248e-06,1.147248e-06
2.150000e-11,7.280241e-02,7.280241e-02,7.280241e-02,1.147277e-06,1.147277e-06
2.160000e-11,7.315102e-02,7.315102e-02,7.315102e-02,1.147305e-06,1.147305e-06
2.170000e-11,7.349964e-02,7.349964e-02,7.349964e-02,1.147334e-06,1.147334e-06
2.180000e-11,7.384826e-02,7.384826e-02,7.384826e-02,1.147363e-06,1.147363e-06
2.190000e-11,7.419690e-02,7.419690e-02,7.419690e-02,1.147392e-06,1.147392e-06
2.200000e-11,7.454554e-02,7.454554e-02,7.454554e-02,1.147421e-06,1.147421e-06
2.210000e-11,7.489419e-02,7.489419e-02,7.489419e-02,1.147451e-06,1.147451e-06
2.220000e-11,7.524285e-02,7.524285e-02,7.524285e-02,1.147480e-06,1.147480e-06
2.230000e-11,7.559152e-02,7.559152e-02,7.559152e-02,1.147510e-06,1.147510e-06
2.240000e-11,7.594020e-02,7.594020e-02,7.594020e-02,1.147540e-06,1.147540e-06
2.250000e-11,7.628889e-02,7.628889e-02,7.628889e-02,1.147570e-06,1.147570e-06
2.260000e-11,7.663759e-02,7.663759e-02,7.663759e-02,1.147600e-06,1.147600e-06
2.270000e-11,7.698630e-02,7.698630e-02,7.698630e-02,1.147630e-06,1.147630e-06
2.280000e-11,7.733501e-02,7.733501e-02,7.733501e-02,1.147660e-06,1.147660e-06
2.290000e-11,7.768374e-02,7.768374e-02,7.768374e-02,1.147691e-06,1.147691e-06
2.300000e-11,7.803247e-02,7.803247e-02,7.803247e-02,1.147721e-06,1.147721e-06
2.310000e-11,7.838122e-02,7.838122e-02,7.838122e-02,1.147752e-06,1.147752e-06
2.320000e-11,7.872997e-02,7.872997e-02,7.872997e-02,1.147783e-06,1.147783e-06
2.330000e-11,7.907873e-02,7.907873e-02,7.907873e-02,1.147814e-06,1.147814e-06
2.340000e-11,7.942750e-02,7.942750e-02,7.942750e-02,1.147845e-06,1.147845e-06
2.350000e-11,7.977629e-02,7.977629e-02,7.977629e-02,1.147877e-06,1.147877e-06
2.360000e-11,8.012508e-02,8.012508e-02,8.012508e-02,1.147908e-06,1.147908e-06
2.370000e-11,8.047388e-02,8.047388e-02,8.047388e-02,1.147940e-06,1.147940e-06
2.380000e-11,8.082269e-02,8.082269e-02,8.082269e-02,1.147972e-06,1.147972e-06
2.390000e-11,8.117151e-02,8.117151e-02,8.117151e-02,1.148004e-06,1.148004e-06
2.400000e-11,8.152034e-02,8.152034e-02,8.152034e-02,1.148036e-06,1.148036e-06
2.410000e-11,8.186918e-02,8.186918e-02,8.186918e-02,1.148068e-06,1.148068e-06
2.420000e-11,8.221803e-02,8.221803e-02,8.221803e-02,1.148100e-06,1.148100e-06
2.430000e-11,8.256689e-02,8.256689e-02,8.256689e-02,1.148133e-06,1.148133e-06
2.440000e-11,8.291576e-02,8.291576e-02,8.291576e-02,1.148165e-06,1.148165e-06
2.450000e-11,8.326463e-02,8.326463e-02,8.326463e-02,1.148198e-06,1.148198e-06
2.460000e-11,8.361352e-02,8.361352e-02,8.361352e-02,1.148231e-06,1.148231e-06
2.470000e-11,8.396242e-02,8.396242e-02,8.396242e-02,1.148264e-06,1.148264e-06
2.480000e-11,8.431133e-02,8.431133e-02,8.431133e-02,1.148297e-06,1.148297e-06
2.490000e-11,8.466025e-02,8.466025e-02,8.466025e-02,1.148331e-06,1.148331e-06
2.500000e-11,8.500918e-02,8.500918e-02,8.500918e-02,1.148364e-06,1.148364e-06
2.510000e-11,8.535812e-02,8.535812e-02,8.535812e-02,1.148398e-06,1.148398e-06
2.520000e-11,8.570707e-02,8.570707e-02,8.570707e-02,1.148431e-06,1.148431e-06
2.530000e-11,8.605603e-02,8.605603e-02,8.605603e-02,1.148465e-06,1.148465e-06
2.540000e-11,8.640500e-02,8.640500e-02,8.640500e-02,1.148499e-06,1.148499e-06
2.550000e-11,8.675398e-02,8.675398e-02,8.675398e-02,1.148534e-06,1.148534e-06
2.560000e-11,8.710297e-02,8.710297e-02,8.710297e-02,1.148568e-06,1.148568e-06
2.570000e-11,8.745197e-02,8.745197e-02,8.745197e-02,1.148602e-06,1.148602e-06
2.580000e-11,8.780099e-02,8.780099e-02,8.780099e-02,1.148637e-06,1.148637e-06
2.590000e-11,8.815001e-02,8.815001e-02,8.815001e-02,1.148672e-06,1.148672e-06
2.600000e-11,8.849904e-02,8.849904e-02,8.849904e-02,1.148707e-06,1.148707e-06
2.610000e-11,8.884809e-02,8.884809e-02,8.884809e-02,1.148742e-06,1.148742e-06
2.620000e-11,8.919714e-02,8.919714e-02,8.919714e-02,1.148777e-06,1.148777e-06
2.630000e-11,8.954621e-02,8.954621e-02,8.954621e-02,1.148812e-06,1.148812e-06
2.640000e-11,8.989528e-02,8.989528e-02,8.989528e-02,1.148848e-06,1.148848e-06
2.650000e-11,9.024437e-02,9.024437e-02,9.024437e-02,1.148884e-06,1.148884e-06
2.660000e-11,9.059347e-02,9.059347e-02,9.059347e-02,1.148919e-06,1.148919e-06
2.670000e-11,9.094257e-02,9.094257e-02,9.094257e-02,1.148955e-06,1.148955e-06
2.680000e-11,9.129169e-02,9.129169e-02,9.129169e-02,1.148991e-06,1.148991e-06
2.690000e-11,9.164082e-02,9.164082e-02,9.164082e-02,1.149028e-06,1.149028e-06
2.700000e-11,9.198997e-02,9.198997e-02,9.198997e-02,1.149064e-06,1.149064e-06
2.710000e-11,9.233912e-02,9.233912e-02,9.233912e-02,1.149100e-06,1.149100e-06
2.720000e-11,9.268828e-02,9.268828e-02,9.268828e-02,1.149137e-06,1.149137e-06
2.730000e-11,9.303746e-02,9.303746e-02,9.303746e-02,1.149174e-06,1.149174e-06
2.740000e-11,9.338664e-02,9.338664e-02,9.338664e-02,1.149211e-06,1.149211e-06
2.750000e-11,9.373584e-02,9.373584e-02,9.373584e-02,1.149248e-06,1.149248e-06
2.760000e-11,9.408505e-02,9.408505e-02,9.408505e-02,1.149285e-06,1.149285e-06
2.770000e-11,9.443427e-02,9.443427e-02,9.443427e-02,1.149322e-06,1.149322e-06
2.780000e-11,9.478350e-02,9.478350e-02,9.478350e-02,1.149360e-06,1.149360e-06
2.790000e-11,9.513274e-02,9.513274e-02,9.513274e-02,1.149397e-06,1.149397e-06
2.800000e-11,9.548200e-02,9.548200e-02,9.548200e-02,1.149435e-06,1.149435e-06
2.810000e-11,9.583126e-02,9.583126e-02,9.583126e-02,1.149473e-06,1.149473e-06
2.820000e-11,9.618054e-02,9.618054e-02,9.618054e-02,1.149511e-06,1.149511e-06
2.830000e-11,9.652983e-02,9.652983e-02,9.652983e-02,1.149549e-06,1.149549e-06
2.840000e-11,9.687913e-02,9.687913e-02,9.687913e-02,1.149588e-06,1.149588e-06
2.850000e-11,9.722844e-02,9.722844e-02,9.722844e-02,1.149626e-06,1.149626e-06
2.860000e-11,9.757777e-02,9.757777e-02,9.757777e-02,1.149665e-06,1.149665e-06
2.870000e-11,9.792710e-02,9.792710e-02,9.792710e-02,1.149704e-06,1.149704e-06
2.880000e-11,9.827645e-02,9.827645e-02,9.827645e-02,1.149743e-06,1.149743e-06
2.890000e-11,9.862581e-02,9.862581e-02,9.862581e-02,1.149782e-06,1.149782e-06
2.900000e-11,9.897518e-02,9.897518e-02,9.897518e-02,1.149821e-06,1.149821e-06
