250,0,50,150,250,0,1,1
251,0,49,149,249,0,1,1
252,0,48,148,248,0,1,1
253,0,47,147,247,0,1,1
254,0,46,146,246,0,1,1
255,0,45,145,245,0,1,1
256,0,44,144,244,0,1,1
257,0,43,143,243,0,1,1
258,0,42,142,242,0,1,1
259,0,41,141,241,0,1,1
260,0,40,140,240,0,1,1
261,0,39,139,239,0,1,1
262,0,38,138,238,0,1,1
263,0,37,137,237,0,1,1
264,0,36,136,236,0,1,1
265,0,35,135,235,0,1,1
266,0,34,134,234,0,1,1
267,0,33,133,233,0,1,1
268,0,32,132,232,0,1,1
269,0,31,131,231,0,1,1
270,0,30,130,230,0,1,1
271,0,29,129,229,0,1,1
272,0,28,128,228,0,1,1
273,0,27,127,227,0,1,1
274,0,26,126,226,0,1,1
275,0,25,125,225,0,1,1
276,0,24,124,224,0,1,1
277,0,23,123,223,0,1,1
278,0,22,122,222,0,1,1
279,0,21,121,221,0,1,1
280,0,20,120,220,0,1,1
281,0,19,119,219,0,1,1
282,0,18,118,218,0,1,1
283,0,17,117,217,0,1,1
284,0,16,116,216,0,1,1
285,0,15,115,215,0,1,1
286,0,14,114,214,0,1,1
287,0,13,113,213,0,1,1
288,0,12,112,212,0,1,1
289,0,11,111,211,0,1,1
290,0,10,110,210,0,1,1
291,0,9,109,209,0,1,1
292,0,8,108,208,0,1,1
293,0,7,107,207,0,1,1
294,0,6,106,206,0,1,1
295,0,5,105,205,0,1,1
296,0,4,104,204,0,1,1
297,0,3,103,203,1,0,1
298,0,2,102,202,1,0,1
299,0,1,101,201,1,0,1
300,0,0,100,200,1,0,1
301,0,-1,99,199,1,0,1
302,0,-2,98,198,1,0,1
303,0,-3,97,197,1,0,1
304,0,-4,96,196,1,0,1
305,0,-5,95,195,1,0,1
306,0,-6,94,194,1,0,1
307,0,-7,93,193,1,0,1
308,0,-8,92,192,1,0,1
309,0,-9,91,191,1,0,1
310,0,-10,90,190,1,0,1
311,0,-11,89,189,1,0,1
312,0,-12,88,188,1,0,1
313,0,-13,87,187,1,0,1
314,0,-14,86,186,1,0,1
315,0,-15,85,185,1,0,1
316,0,-16,84,184,1,0,1
317,0,-17,83,183,1,0,1
318,0,-18,82,182,1,0,1
319,0,-19,81,181,1,0,1
320,0,-20,80,180,1,0,1
321,0,-21,79,179,1,0,1
322,0,-22,78,178,1,0,1
323,0,-23,77,177,1,0,1
324,0,-24,76,176,1,0,1
325,0,-25,75,175,1,0,1
326,0,-26,74,174,1,0,1
327,0,-27,73,173,1,0,1
328,0,-28,72,172,1,0,1
329,0,-29,71,171,1,0,1
330,0,-30,70,170,1,0,1
331,0,-31,69,169,1,0,1
332,0,-32,68,168,1,0,1
333,0,-33,67,167,1,0,1
334,0,-34,66,166,1,0,1
335,0,-35,65,165,1,0,1
336,0,-36,64,164,1,0,1
337,0,-37,63,163,1,0,1
338,0,-38,62,162,1,0,1
339,0,-39,61,161,1,0,1
340,0,-40,60,160,1,0,1
341,0,-41,59,159,1,0,1
342,0,-42,58,158,1,0,1
343,0,-43,57,157,1,0,1
344,0,-44,56,156,1,0,1
345,0,-45,55,155,1,0,1
346,0,-46,54,154,1,0,1
347,0,-47,53,153,1,0,1
348,0,-48,52,152,1,0,1
349,0,-49,51,151,1,0,1
350,0,-50,50,150,1,0,1
351,0,-51,49,149,1,0,1
352,0,-52,48,148,1,0,1
353,0,-53,47,147,1,0,1
354,0,-54,46,146,1,0,1
355,0,-55,45,145,1,0,1
356,0,-56,44,144,1,0,1
357,0,-57,43,143,1,0,1
358,0,-58,42,142,1,0,1
359,0,-59,41,141,1,0,1
360,0,-60,40,140,1,0,1
361,0,-61,39,139,1,0,1
362,0,-62,38,138,1,0,1
363,0,-63,37,137,1,0,1
364,0,-64,36,136,1,0,1
365,0,-65,35,135,1,0,1
366,0,-66,34,134,1,0,1
367,0,-67,33,133,1,0,1
368,0,-68,32,132,1,0,1
369,0,-69,31,131,1,0,1
370,0,-70,30,130,1,0,1
371,0,-71,29,129,1,0,1
372,0,-72,28,128,1,0,1
373,0,-73,27,127,1,0,1
374,0,-74,26,126,1,0,1
375,0,-75,25,125,1,0,1
376,0,-76,24,124,1,0,1
377,0,-77,23,123,1,0,1
378,0,-78,22,122,1,0,1
379,0,-79,21,121,1,0,1
380,0,-80,20,120,1,0,1
381,0,-81,19,119,1,0,1
382,0,-82,18,118,1,0,1
383,0,-83,17,117,1,0,1
384,0,-84,16,116,1,0,1
385,0,-85,15,115,1,0,1
386,0,-86,14,114,1,0,1
387,0,-87,13,113,1,0,1
388,0,-88,12,112,1,0,1
389,0,-89,11,111,1,0,1
390,0,-90,10,110,1,0,1
391,0,-91,9,109,1,0,1
392,0,-92,8,108,1,0,1
393,0,-93,7,107,1,0,1
394,0,-94,6,106,1,0,1
395,0,-95,5,105,1,0,1
396,0,-96,4,104,1,0,1
397,0,-97,3,103,1,1,0
398,0,-98,2,102,1,1,0
