293.0000,0,1.0000,0.0000,0.0000
293.2000,0,1.0000,0.0000,0.0000
293.4000,0,1.0000,0.0000,0.0000
293.6000,0,1.0000,0.0000,0.0000
293.8000,0,1.0000,0.0000,0.0000
294.0000,0,1.0000,0.0000,0.0000
294.2000,0,1.0000,0.0000,0.0000
294.4000,0,0.9980,0.0020,0.0000
294.6000,0,0.9990,0.0010,0.0000
294.8000,0,0.9970,0.0030,0.0000
295.0000,0,0.9890,0.0110,0.0000
295.2000,0,0.9900,0.0100,0.0000
295.4000,0,0.9840,0.0160,0.0000
295.6000,0,0.9680,0.0320,0.0000
295.8000,0,0.9460,0.0540,0.0000
296.0000,0,0.9180,0.0820,0.0000
296.2000,0,0.8880,0.1120,0.0000
296.4000,0,0.8430,0.1570,0.0000
296.6000,0,0.8090,0.1910,0.0000
296.8000,0,0.7290,0.2710,0.0000
297.0000,0,0.6810,0.3190,0.0000
297.2000,0,0.6210,0.3790,0.0000
297.4000,0,0.4820,0.5180,0.0000
297.6000,0,0.4640,0.5360,0.0000
297.8000,0,0.3590,0.6410,0.0000
298.0000,0,0.2740,0.7260,0.0000
298.2000,0,0.2370,0.7630,0.0000
298.4000,0,0.1530,0.8470,0.0000
298.6000,0,0.1170,0.8830,0.0000
298.8000,0,0.0640,0.9360,0.0000
299.0000,0,0.0580,0.9420,0.0000
299.2000,0,0.0370,0.9630,0.0000
299.4000,0,0.0180,0.9820,0.0000
299.6000,0,0.0150,0.9850,0.0000
299.8000,0,0.0130,0.9870,0.0000
300.0000,0,0.0060,0.9940,0.0000
300.2000,0,0.0030,0.9970,0.0000
300.4000,0,0.0020,0.9980,0.0000
300.6000,0,0.0010,0.9990,0.0000
300.8000,0,0.0000,1.0000,0.0000
301.0000,0,0.0000,1.0000,0.0000
301.2000,0,0.0000,1.0000,0.0000
301.4000,0,0.0000,1.0000,0.0000
301.6000,0,0.0000,1.0000,0.0000
301.8000,0,0.0000,1.0000,0.0000
302.0000,0,0.0000,1.0000,0.0000
302.2000,0,0.0000,1.0000,0.0000
302.4000,0,0.0000,1.0000,0.0000
302.6000,0,0.0000,1.0000,0.0000
302.8000,0,0.0000,1.0000,0.0000
303.0000,0,0.0000,1.0000,0.0000
303.2000,0,0.0000,1.0000,0.0000
303.4000,0,0.0000,1.0000,0.0000
303.6000,0,0.0000,1.0000,0.0000
303.8000,0,0.0000,1.0000,0.0000
