192.5,10,-2.992,5.92
192.5,20,-3.073,4.158
192.5,30,-3.106,3.295
192.5,40,-3.12,3.108
192.5,50,-2.992,2.684
192.5,60,-2.924,2.497
192.5,70,-2.924,2.173
192.5,80,-2.812,1.953
192.5,90,-2.625,1.825
192.5,100,-2.584,1.971
