30,10,0.479
30,20,0.958
30,30,1.438
30,40,1.917
30,50,2.396
30,60,2.875
30,70,3.358
30,80,3.834
30,90,4.309
30,100,4.792
30,110,5.277
30,120,5.751
60,10,0.947
60,20,1.895
60,30,2.842
60,40,3.79
60,50,4.737
60,60,5.684
60,70,6.631
60,80,7.579
60,90,8.531
60,100,9.474
60,110,10.413
60,120,11.369
90,10,1.404
90,20,2.809
90,30,4.213
90,40,5.618
90,50,7.022
90,60,8.426
90,70,9.833
90,80,11.235
90,90,12.64
90,100,14.044
90,110,15.445
90,120,16.853
120,10,1.85
120,20,3.7
120,30,5.55
120,40,7.4
120,50,9.251
120,60,11.101
120,70,12.949
120,80,14.801
120,90,16.647
120,100,18.501
120,110,20.353
120,120,22.201
150,10,2.284
150,20,4.569
150,30,6.853
150,40,9.138
150,50,11.422
150,60,13.707
150,70,15.992
150,80,18.276
150,90,20.564
150,100,22.845
150,110,25.135
150,120,27.414
180,10,2.707
180,20,5.415
180,30,8.122
180,40,10.83
180,50,13.537
180,60,16.245
180,70,18.949
180,80,21.66
180,90,24.367
180,100,27.074
180,110,29.776
180,120,32.489
210,10,3.119
210,20,6.238
210,30,9.357
210,40,12.476
210,50,15.595
210,60,18.714
210,70,21.833
210,80,24.952
210,90,28.067
210,100,31.19
210,110,34.308
210,120,37.428
240,10,3.519
240,20,7.038
240,30,10.558
240,40,14.077
240,50,17.596
240,60,21.115
240,70,24.637
240,80,28.154
240,90,31.676
240,100,35.192
240,110,38.714
240,120,42.231
270,10,3.908
270,20,7.816
270,30,11.724
270,40,15.632
270,50,19.54
270,60,23.448
270,70,27.356
270,80,31.265
270,90,35.173
270,100,39.081
270,110,42.996
270,120,46.897
300,10,4.286
300,20,8.571
300,30,12.857
300,40,17.143
300,50,21.428
300,60,25.714
300,70,30.001
300,80,34.285
300,90,38.568
300,100,42.857
300,110,47.138
300,120,51.428
330,10,4.652
330,20,9.304
330,30,13.956
330,40,18.608
330,50,23.26
330,60,27.912
330,70,32.563
330,80,37.217
330,90,41.872
330,100,46.521
330,110,51.173
330,120,55.825
360,10,5.007
360,20,10.015
360,30,15.022
360,40,20.03
360,50,25.037
360,60,30.044
360,70,35.053
360,80,40.059
360,90,45.067
360,100,50.074
360,110,55.085
360,120,60.089
390,10,5.352
390,20,10.704
390,30,16.055
390,40,21.407
390,50,26.759
390,60,32.111
390,70,37.46
390,80,42.814
390,90,48.163
390,100,53.518
390,110,58.864
390,120,64.222
420,10,5.685
420,20,11.371
420,30,17.056
420,40,22.742
420,50,28.427
420,60,34.112
420,70,39.798
420,80,45.483
420,90,51.171
420,100,56.854
420,110,62.537
420,120,68.225
450,10,6.008
450,20,12.017
450,30,18.025
450,40,24.033
450,50,30.042
450,60,36.05
450,70,42.061
450,80,48.067
450,90,54.075
450,100,60.083
450,110,66.093
450,120,72.1
480,10,6.321
480,20,12.642
480,30,18.962
480,40,25.283
480,50,31.604
480,60,37.925
480,70,44.245
480,80,50.567
480,90,56.885
480,100,63.208
480,110,69.534
480,120,75.85
510,10,6.623
510,20,13.246
510,30,19.869
510,40,26.492
510,50,33.115
510,60,39.738
510,70,46.363
510,80,52.984
510,90,59.61
510,100,66.23
510,110,72.849
510,120,79.477
192.5,10,2.88
192.5,20,5.761
192.5,30,8.641
192.5,40,11.52
192.5,50,14.402
192.5,60,17.28
192.5,70,20.162
192.5,80,23.04
192.5,90,25.924
192.5,100,28.803
192.5,110,31.683
192.5,120,34.56
