192.5,10,4.07239819e-09
192.5,15,6.10859728e-09
192.5,20,8.14479638e-09
192.5,25,1.018099548e-08
192.5,30,1.221719457e-08
192.5,35,1.425339367e-08
192.5,40,1.628959276e-08
192.5,45,1.832579186e-08
192.5,50,2.036199095e-08
192.5,55,2.239819005e-08
192.5,60,2.443438914e-08
192.5,65,2.647058824e-08
192.5,70,2.850678733e-08
192.5,75,3.054298643e-08
192.5,80,3.257918552e-08
192.5,85,3.461538462e-08
192.5,90,3.665158371e-08
192.5,95,3.868778281e-08
192.5,100,4.07239819e-08
