time,P(B1|X1|X5|X73),P(B2|X1|X5|X73),P(B1|X1|X5|X32),P(B2|X1|X5|X32),P(B1|X1|X5|X34),P(B2|X1|X5|X34),P(B1|X1|X1),P(B2|X1|X1),P(B1|X2|X1),P(B2|X2|X1),P(B1|X5|X1),P(B2|X5|X1),P(B1|X7|X1),P(B2|X7|X1),V(R31),V(R51),V(R72)
1.556e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.314406e-08,-2.314406e-08,0.0
1.557e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.295229e-08,-2.295229e-08,0.0
1.558e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.276211e-08,-2.276211e-08,0.0
1.559e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.257351e-08,-2.257351e-08,0.0
1.56e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.238647e-08,-2.238647e-08,0.0
1.561e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.220098e-08,-2.220098e-08,0.0
1.562e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.201703e-08,-2.201703e-08,0.0
1.563e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.18346e-08,-2.18346e-08,0.0
1.564e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.165369e-08,-2.165369e-08,0.0
1.565e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.147427e-08,-2.147427e-08,0.0
1.566e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.129635e-08,-2.129635e-08,0.0
1.567e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.111989e-08,-2.111989e-08,0.0
1.568e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.09449e-08,-2.09449e-08,0.0
1.569e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.077136e-08,-2.077136e-08,0.0
1.57e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.059926e-08,-2.059926e-08,0.0
1.571e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.042858e-08,-2.042858e-08,0.0
1.572e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.025932e-08,-2.025932e-08,0.0
1.573e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-2.009147e-08,-2.009147e-08,0.0
1.574e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.9925e-08,-1.9925e-08,0.0
1.575e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.975991e-08,-1.975991e-08,0.0
1.576e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.959619e-08,-1.959619e-08,0.0
1.577e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.943383e-08,-1.943383e-08,0.0
1.578e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.927282e-08,-1.927282e-08,0.0
1.579e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.911313e-08,-1.911313e-08,0.0
1.58e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.895478e-08,-1.895478e-08,0.0
1.581e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.879773e-08,-1.879773e-08,0.0
1.582e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.864199e-08,-1.864199e-08,0.0
1.583e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.848753e-08,-1.848753e-08,0.0
1.584e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.833436e-08,-1.833436e-08,0.0
1.585e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.818246e-08,-1.818246e-08,0.0
1.586e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.803181e-08,-1.803181e-08,0.0
1.587e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.788242e-08,-1.788242e-08,0.0
1.588e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.773426e-08,-1.773426e-08,0.0
1.589e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.758733e-08,-1.758733e-08,0.0
1.59e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.744162e-08,-1.744162e-08,0.0
1.591e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.729711e-08,-1.729711e-08,0.0
1.592e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.71538e-08,-1.71538e-08,0.0
1.593e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.701168e-08,-1.701168e-08,0.0
1.594e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.687074e-08,-1.687074e-08,0.0
1.595e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.673097e-08,-1.673097e-08,0.0
1.596e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.659235e-08,-1.659235e-08,0.0
1.597e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.645489e-08,-1.645489e-08,0.0
1.598e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.631856e-08,-1.631856e-08,0.0
1.599e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.618336e-08,-1.618336e-08,0.0
1.6e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.604929e-08,-1.604929e-08,0.0
1.601e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.591632e-08,-1.591632e-08,0.0
1.602e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.578446e-08,-1.578446e-08,0.0
1.603e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.565368e-08,-1.565368e-08,0.0
1.604e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.5524e-08,-1.5524e-08,0.0
1.605e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.539538e-08,-1.539538e-08,0.0
1.606e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.526784e-08,-1.526784e-08,0.0
1.607e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.514135e-08,-1.514135e-08,0.0
1.608e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.50159e-08,-1.50159e-08,0.0
1.609e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.48915e-08,-1.48915e-08,0.0
1.61e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.476813e-08,-1.476813e-08,0.0
1.611e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.464578e-08,-1.464578e-08,0.0
1.612e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.452445e-08,-1.452445e-08,0.0
1.613e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.440412e-08,-1.440412e-08,0.0
1.614e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.428478e-08,-1.428478e-08,0.0
1.615e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.416644e-08,-1.416644e-08,0.0
1.616e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.404908e-08,-1.404908e-08,0.0
1.617e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.393269e-08,-1.393269e-08,0.0
1.618e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.381726e-08,-1.381726e-08,0.0
1.619e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.370279e-08,-1.370279e-08,0.0
1.62e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.358927e-08,-1.358927e-08,0.0
1.621e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.347669e-08,-1.347669e-08,0.0
1.622e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.336504e-08,-1.336504e-08,0.0
1.623e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.325432e-08,-1.325432e-08,0.0
1.624e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.314452e-08,-1.314452e-08,0.0
1.625e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.303562e-08,-1.303562e-08,0.0
1.626e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.292763e-08,-1.292763e-08,0.0
1.627e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.282053e-08,-1.282053e-08,0.0
1.628e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.271432e-08,-1.271432e-08,0.0
1.629e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.260899e-08,-1.260899e-08,0.0
1.63e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.250453e-08,-1.250453e-08,0.0
1.631e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.240094e-08,-1.240094e-08,0.0
1.632e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.229821e-08,-1.229821e-08,0.0
1.633e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.219632e-08,-1.219632e-08,0.0
1.634e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.209529e-08,-1.209529e-08,0.0
1.635e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.199509e-08,-1.199509e-08,0.0
1.636e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.189572e-08,-1.189572e-08,0.0
1.637e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.179717e-08,-1.179717e-08,0.0
1.638e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.169944e-08,-1.169944e-08,0.0
1.639e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.160252e-08,-1.160252e-08,0.0
1.64e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.15064e-08,-1.15064e-08,0.0
1.641e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.141108e-08,-1.141108e-08,0.0
1.642e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.131655e-08,-1.131655e-08,0.0
1.643e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.12228e-08,-1.12228e-08,0.0
1.644e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.112983e-08,-1.112983e-08,0.0
1.645e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.103763e-08,-1.103763e-08,0.0
1.646e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.094619e-08,-1.094619e-08,0.0
1.647e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.085551e-08,-1.085551e-08,0.0
1.648e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.076558e-08,-1.076558e-08,0.0
1.649e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.06764e-08,-1.06764e-08,0.0
1.65e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.058795e-08,-1.058795e-08,0.0
1.651e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.050024e-08,-1.050024e-08,0.0
1.652e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.041326e-08,-1.041326e-08,0.0
1.653e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.032699e-08,-1.032699e-08,0.0
1.654e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.024144e-08,-1.024144e-08,0.0
1.655e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.01566e-08,-1.01566e-08,0.0
1.656e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-1.007247e-08,-1.007247e-08,0.0
1.657e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.989027e-09,-9.989027e-09,0.0
1.658e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.906278e-09,-9.906278e-09,0.0
1.659e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.824215e-09,-9.824215e-09,0.0
1.66e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.742831e-09,-9.742831e-09,0.0
1.661e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.662122e-09,-9.662122e-09,0.0
1.662e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.582082e-09,-9.582082e-09,0.0
1.663e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.502705e-09,-9.502705e-09,0.0
1.664e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.423985e-09,-9.423985e-09,0.0
1.665e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.345918e-09,-9.345918e-09,0.0
1.666e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.268497e-09,-9.268497e-09,0.0
1.667e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.191718e-09,-9.191718e-09,0.0
1.668e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.115575e-09,-9.115575e-09,0.0
1.669e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-9.040063e-09,-9.040063e-09,0.0
1.67e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.965177e-09,-8.965177e-09,0.0
1.671e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.890911e-09,-8.890911e-09,0.0
1.672e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.81726e-09,-8.81726e-09,0.0
1.673e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.744219e-09,-8.744219e-09,0.0
1.674e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.671784e-09,-8.671784e-09,0.0
1.675e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.599949e-09,-8.599949e-09,0.0
1.676e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.528709e-09,-8.528709e-09,0.0
1.677e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.458059e-09,-8.458059e-09,0.0
1.678e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.387994e-09,-8.387994e-09,0.0
1.679e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.31851e-09,-8.31851e-09,0.0
1.68e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.249602e-09,-8.249602e-09,0.0
1.681e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.181264e-09,-8.181264e-09,0.0
1.682e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.113493e-09,-8.113493e-09,0.0
1.683e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-8.046283e-09,-8.046283e-09,0.0
1.684e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.97963e-09,-7.97963e-09,0.0
1.685e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.91353e-09,-7.91353e-09,0.0
1.686e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.847976e-09,-7.847976e-09,0.0
1.687e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.782966e-09,-7.782966e-09,0.0
1.688e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.718495e-09,-7.718495e-09,0.0
1.689e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.654558e-09,-7.654558e-09,0.0
1.69e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.59115e-09,-7.59115e-09,0.0
1.691e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.528268e-09,-7.528268e-09,0.0
1.692e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.465906e-09,-7.465906e-09,0.0
1.693e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.404062e-09,-7.404062e-09,0.0
1.694e-10,1.545507,2.140877,1.545507,2.140877,1.545399,2.140784,1.498675,2.100181,1.459692,2.065611,1.578345,2.168826,1.213878,1.829356,-7.342729e-09,-7.342729e-09,0.0
