time,P(B1|X1|X5|X73),P(B2|X1|X5|X73),P(B1|X1|X5|X32),P(B2|X1|X5|X32),P(B1|X1|X5|X34),P(B2|X1|X5|X34),P(B1|X1|X1),P(B2|X1|X1),P(B1|X2|X1),P(B2|X2|X1),P(B1|X5|X1),P(B2|X5|X1),P(B1|X7|X1),P(B2|X7|X1),V(R31),V(R51),V(R72)
5.123e-10,1.545507,2.140877,5.282469,4.6871,1.628034,2.210688,1.498725,2.100225,1.459704,2.065623,5.310451,4.71998,4.970851,4.355377,-6.637832e-11,-1.146157e-05,0.0
5.124e-10,1.545507,2.140877,5.282469,4.6871,1.630548,2.212772,1.498725,2.100225,1.459705,2.065623,5.310433,4.719958,4.970868,4.355394,-6.582854e-11,-1.147446e-05,0.0
5.125e-10,1.545507,2.140877,5.282469,4.6871,1.633139,2.214917,1.498726,2.100226,1.459705,2.065624,5.310416,4.719937,4.970887,4.355412,-6.52833e-11,-1.148742e-05,0.0
5.126e-10,1.545507,2.140877,5.282469,4.6871,1.635809,2.217126,1.498726,2.100226,1.459707,2.065625,5.310401,4.719917,4.970906,4.35543,-6.474261e-11,-1.150044e-05,0.0
5.127e-10,1.545507,2.140877,5.282469,4.6871,1.638561,2.219399,1.498727,2.100227,1.459708,2.065626,5.310387,4.7199,4.970925,4.355448,-6.420638e-11,-1.151343e-05,0.0
5.128e-10,1.545507,2.140877,5.282469,4.6871,1.641398,2.221738,1.498728,2.100228,1.45971,2.065628,5.310376,4.719886,4.970944,4.355466,-6.367456e-11,-1.152624e-05,0.0
5.129e-10,1.545507,2.140877,5.282469,4.6871,1.644322,2.224146,1.49873,2.100229,1.459712,2.06563,5.310367,4.719874,4.970961,4.355482,-6.314719e-11,-1.153864e-05,0.0
5.13e-10,1.545507,2.140877,5.282469,4.6871,1.647335,2.226625,1.498731,2.100231,1.459715,2.065632,5.31036,4.719866,4.970977,4.355497,-6.262418e-11,-1.155035e-05,0.0
5.131e-10,1.545507,2.140877,5.282469,4.6871,1.65044,2.229176,1.498733,2.100233,1.459717,2.065634,5.310356,4.71986,4.97099,4.35551,-6.21055e-11,-1.156106e-05,0.0
5.132e-10,1.545507,2.140877,5.282469,4.6871,1.653641,2.231801,1.498736,2.100235,1.45972,2.065637,5.310354,4.719858,4.971001,4.355521,-6.159109e-11,-1.157041e-05,0.0
5.133e-10,1.545507,2.140877,5.282469,4.6871,1.65694,2.234502,1.498738,2.100237,1.459722,2.065639,5.310355,4.719858,4.971009,4.355529,-6.108095e-11,-1.157804e-05,0.0
5.134e-10,1.545507,2.140877,5.282469,4.6871,1.66034,2.237281,1.498741,2.100239,1.459725,2.065641,5.310358,4.719861,4.971015,4.355534,-6.057504e-11,-1.158355e-05,0.0
5.135e-10,1.545507,2.140877,5.282469,4.6871,1.663844,2.240142,1.498744,2.100242,1.459728,2.065644,5.310362,4.719866,4.971019,4.355537,-6.007333e-11,-1.158658e-05,0.0
5.136e-10,1.545507,2.140877,5.282469,4.6871,1.667456,2.243085,1.498747,2.100244,1.45973,2.065646,5.310368,4.719874,4.971019,4.355538,-5.95758e-11,-1.158677e-05,0.0
5.137e-10,1.545507,2.140877,5.282469,4.6871,1.671178,2.246112,1.49875,2.100247,1.459733,2.065648,5.310375,4.719883,4.971018,4.355537,-5.908233e-11,-1.15838e-05,0.0
5.138e-10,1.545507,2.140877,5.282469,4.6871,1.675014,2.249228,1.498753,2.10025,1.459735,2.06565,5.310383,4.719892,4.971014,4.355533,-5.859299e-11,-1.157739e-05,0.0
5.139e-10,1.545507,2.140877,5.282469,4.6871,1.678968,2.252432,1.498757,2.100253,1.459737,2.065652,5.310392,4.719903,4.971008,4.355528,-5.810769e-11,-1.156732e-05,0.0
5.14e-10,1.545507,2.140877,5.282469,4.6871,1.683043,2.255729,1.49876,2.100256,1.459739,2.065654,5.310401,4.719914,4.971001,4.355521,-5.76264e-11,-1.155341e-05,0.0
5.141e-10,1.545507,2.140877,5.282469,4.6871,1.687243,2.259121,1.498764,2.100259,1.459741,2.065655,5.31041,4.719925,4.970993,4.355513,-5.714912e-11,-1.153556e-05,0.0
5.142e-10,1.545507,2.140877,5.282469,4.6871,1.691572,2.26261,1.498767,2.100262,1.459742,2.065656,5.310418,4.719936,4.970984,4.355504,-5.667578e-11,-1.151373e-05,0.0
5.143e-10,1.545507,2.140877,5.282469,4.6871,1.696034,2.266199,1.498771,2.100265,1.459744,2.065658,5.310426,4.719946,4.970974,4.355495,-5.620635e-11,-1.148796e-05,0.0
5.144e-10,1.545507,2.140877,5.282469,4.6871,1.700634,2.26989,1.498774,2.100268,1.459745,2.065659,5.310433,4.719954,4.970965,4.355486,-5.574082e-11,-1.145833e-05,0.0
5.145e-10,1.545507,2.140877,5.282469,4.6871,1.705375,2.273688,1.498778,2.100271,1.459746,2.06566,5.310439,4.719962,4.970955,4.355476,-5.527913e-11,-1.142501e-05,0.0
5.146e-10,1.545507,2.140877,5.282469,4.6871,1.710263,2.277593,1.498781,2.100274,1.459747,2.065661,5.310444,4.719968,4.970946,4.355468,-5.48213e-11,-1.138821e-05,0.0
5.147e-10,1.545507,2.140877,5.282469,4.6871,1.715301,2.281611,1.498784,2.100277,1.459748,2.065662,5.310448,4.719973,4.970938,4.35546,-5.436723e-11,-1.134822e-05,0.0
5.148e-10,1.545507,2.140877,5.282469,4.6871,1.720496,2.285743,1.498788,2.10028,1.459749,2.065662,5.310451,4.719977,4.97093,4.355452,-5.391694e-11,-1.130533e-05,0.0
5.149e-10,1.545507,2.140877,5.282469,4.6871,1.725851,2.289992,1.498791,2.100283,1.45975,2.065663,5.310452,4.719979,4.970924,4.355446,-5.347037e-11,-1.125991e-05,0.0
5.15e-10,1.545507,2.140877,5.282469,4.6871,1.731373,2.294363,1.498794,2.100286,1.459751,2.065664,5.310453,4.719979,4.970919,4.355441,-5.302749e-11,-1.121232e-05,0.0
5.151e-10,1.545507,2.140877,5.282469,4.6871,1.737066,2.298857,1.498798,2.100289,1.459752,2.065665,5.310452,4.719979,4.970915,4.355437,-5.258831e-11,-1.116296e-05,0.0
5.152e-10,1.545507,2.140877,5.282469,4.6871,1.742936,2.30348,1.498801,2.100292,1.459753,2.065666,5.31045,4.719977,4.970912,4.355435,-5.215272e-11,-1.111223e-05,0.0
5.153e-10,1.545507,2.140877,5.282469,4.6871,1.748989,2.308233,1.498804,2.100295,1.459754,2.065667,5.310448,4.719974,4.97091,4.355433,-5.172077e-11,-1.10605e-05,0.0
5.154e-10,1.545507,2.140877,5.282469,4.6871,1.75523,2.31312,1.498808,2.100298,1.459755,2.065668,5.310445,4.71997,4.97091,4.355433,-5.129238e-11,-1.100817e-05,0.0
5.155e-10,1.545507,2.140877,5.282469,4.6871,1.761665,2.318145,1.498811,2.100301,1.459756,2.065669,5.310441,4.719966,4.970911,4.355434,-5.086756e-11,-1.095557e-05,0.0
5.156e-10,1.545507,2.140877,5.28247,4.6871,1.768302,2.323311,1.498815,2.100305,1.459758,2.06567,5.310437,4.719961,4.970912,4.355435,-5.044625e-11,-1.090302e-05,0.0
5.157e-10,1.545507,2.140877,5.28247,4.6871,1.775145,2.328622,1.498819,2.100308,1.459759,2.065672,5.310433,4.719956,4.970915,4.355438,-5.002842e-11,-1.085081e-05,0.0
5.158e-10,1.545507,2.140877,5.28247,4.6871,1.782202,2.334082,1.498823,2.100311,1.459761,2.065674,5.310429,4.719951,4.970918,4.355441,-4.961405e-11,-1.079918e-05,0.0
5.159e-10,1.545507,2.140877,5.28247,4.6871,1.789479,2.339694,1.498827,2.100315,1.459763,2.065675,5.310425,4.719946,4.970922,4.355445,-4.920313e-11,-1.074831e-05,0.0
5.16e-10,1.545507,2.140877,5.28247,4.6871,1.796983,2.345461,1.498831,2.100319,1.459765,2.065677,5.310421,4.719941,4.970926,4.355449,-4.879561e-11,-1.069833e-05,0.0
5.161e-10,1.545507,2.140877,5.28247,4.6871,1.804721,2.351388,1.498835,2.100323,1.459767,2.065679,5.310417,4.719936,4.970931,4.355453,-4.839147e-11,-1.064934e-05,0.0
5.162e-10,1.545507,2.140877,5.28247,4.6871,1.812701,2.357479,1.49884,2.100327,1.45977,2.065682,5.310414,4.719932,4.970935,4.355458,-4.799064e-11,-1.060138e-05,0.0
5.163e-10,1.545507,2.140877,5.28247,4.6871,1.820931,2.363737,1.498845,2.100331,1.459773,2.065684,5.310411,4.719929,4.97094,4.355462,-4.759315e-11,-1.055443e-05,0.0
5.164e-10,1.545507,2.140877,5.28247,4.6871,1.829417,2.370168,1.49885,2.100335,1.459775,2.065686,5.310409,4.719926,4.970944,4.355466,-4.719896e-11,-1.050844e-05,0.0
5.165e-10,1.545507,2.140877,5.28247,4.6871,1.83817,2.376774,1.498855,2.10034,1.459778,2.065689,5.310408,4.719924,4.970948,4.35547,-4.680804e-11,-1.046332e-05,0.0
5.166e-10,1.545507,2.140877,5.28247,4.6871,1.847196,2.38356,1.498861,2.100345,1.459781,2.065692,5.310406,4.719922,4.970951,4.355473,-4.642036e-11,-1.041892e-05,0.0
5.167e-10,1.545507,2.140877,5.28247,4.6871,1.856506,2.390531,1.498866,2.10035,1.459784,2.065695,5.310406,4.719922,4.970954,4.355476,-4.603587e-11,-1.03751e-05,0.0
5.168e-10,1.545507,2.140877,5.28247,4.6871,1.866109,2.397691,1.498872,2.100355,1.459788,2.065697,5.310406,4.719922,4.970957,4.355478,-4.565458e-11,-1.033166e-05,0.0
5.169e-10,1.545507,2.140877,5.28247,4.6871,1.876013,2.405045,1.498878,2.10036,1.459791,2.0657,5.310406,4.719922,4.970958,4.355479,-4.527643e-11,-1.028842e-05,0.0
5.17e-10,1.545507,2.140877,5.28247,4.6871,1.88623,2.412598,1.498884,2.100366,1.459794,2.065703,5.310407,4.719923,4.970959,4.35548,-4.490142e-11,-1.024515e-05,0.0
5.171e-10,1.545507,2.140877,5.28247,4.6871,1.896769,2.420354,1.498891,2.100372,1.459798,2.065707,5.310409,4.719925,4.97096,4.355481,-4.452954e-11,-1.020166e-05,0.0
5.172e-10,1.545507,2.140877,5.28247,4.6871,1.907642,2.428319,1.498898,2.100378,1.459801,2.06571,5.31041,4.719927,4.97096,4.355481,-4.416072e-11,-1.015772e-05,0.0
5.173e-10,1.545507,2.140877,5.28247,4.6871,1.91886,2.436497,1.498905,2.100384,1.459805,2.065713,5.310412,4.719929,4.970959,4.35548,-4.379495e-11,-1.011315e-05,0.0
5.174e-10,1.545507,2.140877,5.28247,4.6871,1.930434,2.444894,1.498912,2.10039,1.459808,2.065716,5.310414,4.719932,4.970958,4.355479,-4.343223e-11,-1.006775e-05,0.0
5.175e-10,1.545507,2.140877,5.28247,4.6871,1.942376,2.453515,1.498919,2.100397,1.459812,2.06572,5.310417,4.719935,4.970956,4.355477,-4.307249e-11,-1.002138e-05,0.0
5.176e-10,1.545507,2.140877,5.28247,4.6871,1.954698,2.462364,1.498927,2.100403,1.459816,2.065723,5.310419,4.719937,4.970954,4.355476,-4.271576e-11,-9.973887e-06,0.0
5.177e-10,1.545507,2.140877,5.28247,4.6871,1.967414,2.471446,1.498935,2.10041,1.45982,2.065726,5.310421,4.71994,4.970952,4.355473,-4.236194e-11,-9.925162e-06,0.0
5.178e-10,1.545507,2.140877,5.28247,4.6871,1.980535,2.480768,1.498943,2.100417,1.459824,2.06573,5.310423,4.719943,4.97095,4.355471,-4.201109e-11,-9.875124e-06,0.0
5.179e-10,1.545507,2.140877,5.28247,4.6871,1.994074,2.490332,1.498951,2.100425,1.459827,2.065733,5.310425,4.719945,4.970947,4.355469,-4.166313e-11,-9.823722e-06,0.0
5.18e-10,1.545507,2.140877,5.28247,4.6871,2.008046,2.500145,1.49896,2.100432,1.459831,2.065737,5.310427,4.719947,4.970944,4.355466,-4.131805e-11,-9.770939e-06,0.0
5.181e-10,1.545507,2.140877,5.28247,4.6871,2.022464,2.510211,1.498968,2.10044,1.459836,2.065741,5.310428,4.719949,4.970942,4.355464,-4.097584e-11,-9.716784e-06,0.0
5.182e-10,1.545507,2.140877,5.28247,4.6871,2.037341,2.520535,1.498977,2.100448,1.45984,2.065744,5.31043,4.719951,4.97094,4.355461,-4.063646e-11,-9.661301e-06,0.0
5.183e-10,1.545507,2.140877,5.28247,4.6871,2.052692,2.53112,1.498986,2.100456,1.459844,2.065748,5.310431,4.719952,4.970937,4.355459,-4.029988e-11,-9.60456e-06,0.0
5.184e-10,1.545507,2.140877,5.28247,4.6871,2.06853,2.541972,1.498996,2.100464,1.459848,2.065752,5.310431,4.719953,4.970935,4.355457,-3.996607e-11,-9.546655e-06,0.0
5.185e-10,1.545507,2.140877,5.28247,4.6871,2.084872,2.553095,1.499005,2.100473,1.459853,2.065756,5.310432,4.719954,4.970934,4.355456,-3.963505e-11,-9.487704e-06,0.0
5.186e-10,1.545507,2.140877,5.28247,4.6871,2.101732,2.564493,1.499015,2.100481,1.459858,2.06576,5.310432,4.719954,4.970932,4.355454,-3.93068e-11,-9.427844e-06,0.0
5.187e-10,1.545507,2.140877,5.28247,4.6871,2.119126,2.576172,1.499026,2.10049,1.459862,2.065765,5.310432,4.719954,4.970931,4.355453,-3.898124e-11,-9.367224e-06,0.0
5.188e-10,1.545507,2.140877,5.28247,4.6871,2.137069,2.588135,1.499036,2.1005,1.459867,2.065769,5.310432,4.719953,4.97093,4.355452,-3.865836e-11,-9.306004e-06,0.0
5.189e-10,1.545507,2.140877,5.28247,4.6871,2.155578,2.600386,1.499047,2.100509,1.459872,2.065774,5.310431,4.719953,4.970929,4.355452,-3.833816e-11,-9.244352e-06,0.0
5.19e-10,1.545507,2.140877,5.28247,4.6871,2.174671,2.612932,1.499058,2.100519,1.459878,2.065779,5.310431,4.719952,4.970929,4.355451,-3.802062e-11,-9.182434e-06,0.0
5.191e-10,1.545507,2.140877,5.28247,4.6871,2.194366,2.625776,1.499069,2.100529,1.459883,2.065784,5.31043,4.719951,4.970929,4.355451,-3.770575e-11,-9.120416e-06,0.0
5.192e-10,1.545507,2.140877,5.28247,4.6871,2.21468,2.638924,1.499081,2.10054,1.459889,2.065789,5.310429,4.71995,4.970929,4.355451,-3.739343e-11,-9.058455e-06,0.0
5.193e-10,1.545507,2.140877,5.28247,4.6871,2.235633,2.65238,1.499093,2.10055,1.459895,2.065794,5.310428,4.719949,4.97093,4.355452,-3.70837e-11,-8.996701e-06,0.0
5.194e-10,1.545507,2.140877,5.28247,4.6871,2.257245,2.666151,1.499106,2.100561,1.459901,2.0658,5.310428,4.719948,4.97093,4.355452,-3.677657e-11,-8.935287e-06,0.0
5.195e-10,1.545507,2.140877,5.28247,4.6871,2.279537,2.680242,1.499119,2.100573,1.459907,2.065805,5.310427,4.719947,4.970931,4.355453,-3.647195e-11,-8.874333e-06,0.0
5.196e-10,1.545507,2.140877,5.28247,4.6871,2.30253,2.694658,1.499132,2.100585,1.459914,2.065811,5.310426,4.719946,4.970931,4.355454,-3.61699e-11,-8.813937e-06,0.0
5.197e-10,1.545507,2.140877,5.28247,4.6871,2.326246,2.709404,1.499146,2.100597,1.45992,2.065817,5.310425,4.719945,4.970932,4.355454,-3.587031e-11,-8.754181e-06,0.0
5.198e-10,1.545507,2.140877,5.28247,4.6871,2.350707,2.724487,1.49916,2.100609,1.459927,2.065823,5.310425,4.719945,4.970933,4.355455,-3.55732e-11,-8.695125e-06,0.0
5.199e-10,1.545507,2.140877,5.28247,4.6871,2.375936,2.739911,1.499175,2.100622,1.459935,2.06583,5.310424,4.719944,4.970934,4.355456,-3.527857e-11,-8.636807e-06,0.0
5.2e-10,1.545507,2.140877,5.28247,4.6871,2.401956,2.755681,1.49919,2.100636,1.459942,2.065837,5.310424,4.719944,4.970934,4.355456,-3.498638e-11,-8.579245e-06,0.0
5.201e-10,1.545507,2.140877,5.28247,4.6871,2.428788,2.771802,1.499205,2.100649,1.45995,2.065844,5.310424,4.719944,4.970935,4.355457,-3.469661e-11,-8.522437e-06,0.0
5.202e-10,1.545507,2.140877,5.28247,4.6871,2.456457,2.788279,1.499221,2.100664,1.459958,2.065851,5.310424,4.719944,4.970935,4.355457,-3.440923e-11,-8.466361e-06,0.0
5.203e-10,1.545507,2.140877,5.28247,4.6871,2.484982,2.805113,1.499238,2.100678,1.459966,2.065858,5.310424,4.719944,4.970935,4.355457,-3.412422e-11,-8.41098e-06,0.0
5.204e-10,1.545507,2.140877,5.28247,4.6871,2.514385,2.822308,1.499255,2.100693,1.459974,2.065866,5.310425,4.719944,4.970935,4.355457,-3.38416e-11,-8.356241e-06,0.0
5.205e-10,1.545507,2.140877,5.28247,4.6871,2.544684,2.839867,1.499273,2.100709,1.459983,2.065873,5.310425,4.719945,4.970935,4.355457,-3.35613e-11,-8.302076e-06,0.0
5.206e-10,1.545507,2.140877,5.28247,4.6871,2.575898,2.857788,1.499291,2.100725,1.459992,2.065881,5.310426,4.719945,4.970935,4.355457,-3.328333e-11,-8.248412e-06,0.0
5.207e-10,1.545507,2.140877,5.28247,4.6871,2.60804,2.876074,1.499309,2.100741,1.460001,2.06589,5.310426,4.719946,4.970934,4.355456,-3.300765e-11,-8.195164e-06,0.0
5.208e-10,1.545507,2.140877,5.28247,4.6871,2.641123,2.894722,1.499329,2.100758,1.46001,2.065898,5.310427,4.719947,4.970934,4.355456,-3.273426e-11,-8.142246e-06,0.0
5.209e-10,1.545507,2.140877,5.28247,4.6871,2.675158,2.913731,1.499348,2.100776,1.46002,2.065907,5.310428,4.719948,4.970933,4.355455,-3.246314e-11,-8.089569e-06,0.0
5.21e-10,1.545507,2.140877,5.28247,4.6871,2.710151,2.933099,1.499369,2.100794,1.46003,2.065916,5.310429,4.719949,4.970932,4.355454,-3.219427e-11,-8.037046e-06,0.0
5.211e-10,1.545507,2.140877,5.28247,4.6871,2.746104,2.95282,1.49939,2.100812,1.46004,2.065925,5.310429,4.71995,4.970931,4.355453,-3.192762e-11,-7.984592e-06,0.0
5.212e-10,1.545507,2.140877,5.28247,4.6871,2.783017,2.972892,1.499412,2.100831,1.460051,2.065934,5.31043,4.719951,4.97093,4.355452,-3.166317e-11,-7.93213e-06,0.0
5.213e-10,1.545507,2.140877,5.28247,4.6871,2.820884,2.993309,1.499434,2.100851,1.460061,2.065944,5.310431,4.719952,4.970929,4.355451,-3.140093e-11,-7.879591e-06,0.0
5.214e-10,1.545507,2.140877,5.28247,4.6871,2.859695,3.014066,1.499457,2.100871,1.460073,2.065954,5.310432,4.719953,4.970928,4.35545,-3.114085e-11,-7.826917e-06,0.0
5.215e-10,1.545507,2.140877,5.28247,4.6871,2.899437,3.035157,1.499481,2.100892,1.460084,2.065965,5.310433,4.719954,4.970926,4.355449,-3.088292e-11,-7.774059e-06,0.0
5.216e-10,1.545507,2.140877,5.28247,4.6871,2.940089,3.056575,1.499505,2.100914,1.460096,2.065975,5.310434,4.719955,4.970925,4.355447,-3.062714e-11,-7.720983e-06,0.0
5.217e-10,1.545507,2.140877,5.28247,4.6871,2.981626,3.078314,1.49953,2.100936,1.460108,2.065986,5.310434,4.719956,4.970924,4.355446,-3.037346e-11,-7.667666e-06,0.0
5.218e-10,1.545507,2.140877,5.28247,4.6871,3.024018,3.100368,1.499556,2.100959,1.460121,2.065998,5.310435,4.719957,4.970923,4.355445,-3.012189e-11,-7.614099e-06,0.0
5.219e-10,1.545507,2.140877,5.28247,4.6871,3.067229,3.122729,1.499583,2.100982,1.460134,2.066009,5.310436,4.719958,4.970921,4.355444,-2.987241e-11,-7.560288e-06,0.0
5.22e-10,1.545507,2.140877,5.28247,4.6871,3.111215,3.14539,1.49961,2.101007,1.460147,2.066021,5.310436,4.719958,4.97092,4.355442,-2.962496e-11,-7.506247e-06,0.0
5.221e-10,1.545507,2.140877,5.28247,4.6871,3.155928,3.168342,1.499638,2.101032,1.460161,2.066034,5.310437,4.719959,4.970919,4.355441,-2.937964e-11,-7.452007e-06,0.0
5.222e-10,1.545507,2.140877,5.28247,4.6871,3.201311,3.191578,1.499667,2.101057,1.460175,2.066046,5.310437,4.71996,4.970918,4.35544,-2.913627e-11,-7.397607e-06,0.0
5.223e-10,1.545507,2.140877,5.28247,4.6871,3.247302,3.215086,1.499697,2.101084,1.460189,2.066059,5.310438,4.71996,4.970917,4.355439,-2.889495e-11,-7.343094e-06,0.0
5.224e-10,1.545507,2.140877,5.28247,4.6871,3.293829,3.238855,1.499728,2.101111,1.460204,2.066073,5.310438,4.719961,4.970916,4.355438,-2.865563e-11,-7.288524e-06,0.0
5.225e-10,1.545507,2.140877,5.28247,4.6871,3.340814,3.262871,1.49976,2.101139,1.46022,2.066087,5.310439,4.719961,4.970915,4.355437,-2.841829e-11,-7.233959e-06,0.0
5.226e-10,1.545507,2.140877,5.28247,4.6871,3.38817,3.287117,1.499793,2.101168,1.460236,2.066101,5.310439,4.719961,4.970914,4.355436,-2.818293e-11,-7.179464e-06,0.0
5.227e-10,1.545507,2.140877,5.28247,4.6871,3.435801,3.311575,1.499827,2.101198,1.460252,2.066116,5.310439,4.719962,4.970913,4.355435,-2.794948e-11,-7.125107e-06,0.0
5.228e-10,1.545507,2.140877,5.28247,4.6871,3.483605,3.336221,1.499861,2.101229,1.460269,2.066131,5.31044,4.719962,4.970912,4.355435,-2.771798e-11,-7.070956e-06,0.0
5.229e-10,1.545507,2.140877,5.28247,4.6871,3.531468,3.361029,1.499897,2.10126,1.460286,2.066147,5.31044,4.719963,4.970911,4.355434,-2.748841e-11,-7.017075e-06,0.0
5.23e-10,1.545507,2.140877,5.28247,4.6871,3.579272,3.385968,1.499934,2.101293,1.460304,2.066163,5.31044,4.719963,4.97091,4.355433,-2.726075e-11,-6.96353e-06,0.0
5.231e-10,1.545507,2.140877,5.28247,4.6871,3.626889,3.411,1.499972,2.101326,1.460323,2.06618,5.310441,4.719964,4.970909,4.355432,-2.703495e-11,-6.910376e-06,0.0
5.232e-10,1.545507,2.140877,5.28247,4.6871,3.674188,3.436087,1.500011,2.101361,1.460342,2.066197,5.310441,4.719964,4.970909,4.355431,-2.681103e-11,-6.857666e-06,0.0
5.233e-10,1.545507,2.140877,5.28247,4.6871,3.721031,3.461182,1.500052,2.101397,1.460362,2.066215,5.310442,4.719965,4.970908,4.35543,-2.658897e-11,-6.805444e-06,0.0
5.234e-10,1.545507,2.140877,5.28247,4.6871,3.767279,3.486234,1.500093,2.101433,1.460382,2.066233,5.310442,4.719965,4.970907,4.355429,-2.636875e-11,-6.753747e-06,0.0
5.235e-10,1.545507,2.140877,5.28247,4.6871,3.81279,3.51119,1.500136,2.101471,1.460403,2.066252,5.310443,4.719966,4.970906,4.355428,-2.615035e-11,-6.702603e-06,0.0
5.236e-10,1.545507,2.140877,5.28247,4.6871,3.857427,3.535991,1.50018,2.10151,1.460424,2.066271,5.310443,4.719967,4.970905,4.355427,-2.593376e-11,-6.652029e-06,0.0
5.237e-10,1.545507,2.140877,5.28247,4.6871,3.901055,3.560575,1.500226,2.10155,1.460446,2.066291,5.310444,4.719968,4.970904,4.355426,-2.571896e-11,-6.602034e-06,0.0
5.238e-10,1.545507,2.140877,5.28247,4.6871,3.943548,3.58488,1.500273,2.101592,1.460469,2.066312,5.310445,4.719968,4.970902,4.355425,-2.550595e-11,-6.55262e-06,0.0
5.239e-10,1.545507,2.140877,5.28247,4.6871,3.984791,3.608841,1.500321,2.101634,1.460493,2.066333,5.310446,4.719969,4.970901,4.355424,-2.529469e-11,-6.503778e-06,0.0
5.24e-10,1.545507,2.140877,5.28247,4.6871,4.02468,3.632396,1.500371,2.101678,1.460517,2.066355,5.310447,4.71997,4.9709,4.355423,-2.508518e-11,-6.45549e-06,0.0
5.241e-10,1.545507,2.140877,5.28247,4.6871,4.063129,3.655484,1.500422,2.101723,1.460542,2.066377,5.310448,4.719971,4.970898,4.355421,-2.487743e-11,-6.407735e-06,0.0
5.242e-10,1.545507,2.140877,5.28247,4.6871,4.10007,3.678048,1.500475,2.10177,1.460568,2.0664,5.310449,4.719973,4.970897,4.35542,-2.467137e-11,-6.360481e-06,0.0
5.243e-10,1.545507,2.140877,5.28247,4.6871,4.135453,3.700038,1.500529,2.101818,1.460594,2.066424,5.31045,4.719974,4.970895,4.355418,-2.446703e-11,-6.313694e-06,0.0
5.244e-10,1.545507,2.140877,5.28247,4.6871,4.16925,3.721409,1.500585,2.101867,1.460621,2.066449,5.310451,4.719975,4.970893,4.355417,-2.426439e-11,-6.267334e-06,0.0
5.245e-10,1.545507,2.140877,5.28247,4.6871,4.201456,3.742127,1.500643,2.101918,1.460649,2.066474,5.310452,4.719976,4.970892,4.355415,-2.40634e-11,-6.22136e-06,0.0
5.246e-10,1.545507,2.140877,5.28247,4.6871,4.232084,3.762165,1.500702,2.101971,1.460678,2.0665,5.310453,4.719978,4.97089,4.355413,-2.38641e-11,-6.175728e-06,0.0
5.247e-10,1.545507,2.140877,5.28247,4.6871,4.261169,3.78151,1.500763,2.102025,1.460708,2.066527,5.310454,4.719979,4.970888,4.355411,-2.366644e-11,-6.130396e-06,0.0
5.248e-10,1.545507,2.140877,5.28247,4.6871,4.288765,3.800158,1.500827,2.102081,1.460739,2.066554,5.310455,4.719981,4.970886,4.355409,-2.347042e-11,-6.08532e-06,0.0
5.249e-10,1.545507,2.140877,5.28247,4.6871,4.314941,3.818117,1.500892,2.102138,1.46077,2.066583,5.310457,4.719982,4.970884,4.355407,-2.327603e-11,-6.04046e-06,0.0
5.25e-10,1.545507,2.140877,5.28247,4.6871,4.339783,3.835407,1.500959,2.102197,1.460803,2.066612,5.310458,4.719984,4.970882,4.355405,-2.308324e-11,-5.995779e-06,0.0
5.251e-10,1.545507,2.140877,5.28247,4.6871,4.363384,3.852058,1.501028,2.102258,1.460837,2.066642,5.310459,4.719985,4.97088,4.355403,-2.289206e-11,-5.951243e-06,0.0
5.252e-10,1.545507,2.140877,5.28247,4.6871,4.385849,3.868108,1.501099,2.102321,1.460871,2.066674,5.31046,4.719987,4.970877,4.355401,-2.270245e-11,-5.906824e-06,0.0
5.253e-10,1.545507,2.140877,5.28247,4.6871,4.407285,3.883604,1.501172,2.102385,1.460907,2.066706,5.310462,4.719988,4.970875,4.355399,-2.251442e-11,-5.862499e-06,0.0
5.254e-10,1.545507,2.140877,5.28247,4.6871,4.427804,3.898601,1.501247,2.102452,1.460943,2.066739,5.310463,4.71999,4.970873,4.355396,-2.232795e-11,-5.818249e-06,0.0
5.255e-10,1.545507,2.140877,5.28247,4.6871,4.447517,3.913155,1.501325,2.10252,1.460981,2.066773,5.310464,4.719991,4.97087,4.355394,-2.214301e-11,-5.774064e-06,0.0
5.256e-10,1.545507,2.140877,5.28247,4.6871,4.466528,3.927327,1.501405,2.102591,1.46102,2.066808,5.310466,4.719993,4.970868,4.355392,-2.195963e-11,-5.729937e-06,0.0
5.257e-10,1.545507,2.140877,5.28247,4.6871,4.484942,3.941177,1.501487,2.102664,1.46106,2.066844,5.310467,4.719995,4.970865,4.355389,-2.177773e-11,-5.685868e-06,0.0
5.258e-10,1.545507,2.140877,5.28247,4.6871,4.502852,3.954763,1.501572,2.102739,1.461102,2.066881,5.310469,4.719996,4.970863,4.355387,-2.159735e-11,-5.641864e-06,0.0
5.259e-10,1.545507,2.140877,5.28247,4.6871,4.520343,3.968141,1.50166,2.102816,1.461144,2.066919,5.31047,4.719998,4.97086,4.355384,-2.141848e-11,-5.597934e-06,0.0
5.26e-10,1.545507,2.140877,5.28247,4.6871,4.537491,3.981361,1.50175,2.102895,1.461188,2.066959,5.310472,4.72,4.970857,4.355381,-2.124109e-11,-5.554096e-06,0.0
5.261e-10,1.545507,2.140877,5.28247,4.6871,4.554362,3.994467,1.501843,2.102977,1.461233,2.067,5.310473,4.720002,4.970855,4.355379,-2.106516e-11,-5.510368e-06,0.0
